File.......:  500-eis-50%-ocv-2 - MAY,05.2015

System.....:  
Potential..:  1.164V
Current....:  209.56mA
Temperature:  -1.0+-0.0C
Time.......:  20:09:27 - 20:12:24
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   53
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      2.0000e+05       5.1608e-01        4.1304e-01        0.999           0.0
   2      1.5917e+05       5.3347e-01        3.0353e-01        0.999           1.8
   3      1.2668e+05       5.4460e-01        2.1984e-01        1.000           2.8
   4      1.0082e+05       5.5533e-01        1.5832e-01        0.999           3.8
   5      8.0237e+04       5.6837e-01        1.0519e-01        0.999           4.7
   6      6.3857e+04       5.7879e-01        6.5676e-02        0.999           5.6
   7      5.0821e+04       5.9175e-01        3.3477e-02        1.000           6.6
   8      4.0447e+04       6.0408e-01        5.9440e-03        0.999           7.5
   9      3.2190e+04       6.1749e-01       -1.8668e-02        1.000           8.4
  10      2.5619e+04       6.3130e-01       -3.7491e-02        0.999           9.4
  11      2.0389e+04       6.4620e-01       -5.3334e-02        0.999          10.3
  12      1.6227e+04       6.6159e-01       -6.6499e-02        0.999          11.2
  13      1.2914e+04       6.7804e-01       -7.6809e-02        1.000          12.2
  14      1.0278e+04       6.9450e-01       -8.5169e-02        1.000          13.1
  15      8.1797e+03       7.1210e-01       -9.2295e-02        1.000          14.0
  16      6.5099e+03       7.2987e-01       -9.6996e-02        1.000          15.0
  17      5.1809e+03       7.4818e-01       -1.0081e-01        1.000          15.9
  18      4.1233e+03       7.6571e-01       -1.0240e-01        1.000          16.8
  19      3.2816e+03       7.8343e-01       -1.0321e-01        1.000          17.8
  20      2.6117e+03       8.0126e-01       -1.0266e-01        1.000          18.7
  21      2.0785e+03       8.1860e-01       -1.0044e-01        1.000          19.7
  22      1.6542e+03       8.3280e-01       -9.8032e-02        1.000          20.6
  23      1.3165e+03       8.4525e-01       -9.4277e-02        1.000          21.5
  24      1.0478e+03       8.5858e-01       -9.1764e-02        1.000          22.5
  25      8.3387e+02       8.7175e-01       -8.9319e-02        1.000          23.4
  26      6.6364e+02       8.8330e-01       -8.6053e-02        1.000          24.3
  27      5.2816e+02       8.9441e-01       -8.5119e-02        1.000          25.3
  28      4.2034e+02       9.0490e-01       -8.4191e-02        1.000          27.0
  29      3.3453e+02       9.1575e-01       -8.4016e-02        1.000          28.9
  30      2.6624e+02       9.2722e-01       -8.3989e-02        1.000          30.3
  31      2.1189e+02       9.3767e-01       -8.5357e-02        1.000          31.8
  32      1.6864e+02       9.4914e-01       -8.6714e-02        1.000          33.6
  33      1.3421e+02       9.6113e-01       -8.8810e-02        1.000          35.4
  34      1.0681e+02       9.7499e-01       -9.1138e-02        1.000          36.9
  35      8.5008e+01       9.8736e-01       -9.3458e-02        1.000          38.4
  36      6.7654e+01       1.0012e+00       -9.6364e-02        1.000          39.9
  37      5.3524e+01       1.0077e+00       -9.8939e-02        0.998          41.4
  38      4.1896e+01       1.0307e+00       -1.0183e-01        1.000          43.0
  39      3.2409e+01       1.0487e+00       -1.0297e-01        1.000          44.7
  40      2.4746e+01       1.0655e+00       -1.0799e-01        0.999          46.4
  41      1.8624e+01       1.0899e+00       -1.0386e-01        1.000          48.2
  42      1.3792e+01       1.1096e+00       -1.0657e-01        0.999          50.1
  43      1.0031e+01       1.1338e+00       -1.0560e-01        0.999          52.2
  44      7.1499e+00       1.1454e+00       -9.1526e-02        0.999          54.6
  45      4.9825e+00       1.1650e+00       -9.7785e-02        1.000          57.3
  46      3.3858e+00       1.1988e+00       -1.0113e-01        0.998          60.5
  47      2.2374e+00       1.2207e+00       -7.5955e-02        0.998          64.4
  48      1.4343e+00       1.2720e+00       -8.5915e-02        0.997          70.6
  49      8.9031e-01       1.2866e+00       -4.3245e-02        0.999          77.9
  50      5.3506e-01       1.2965e+00       -5.3642e-02        0.999          88.3
  51      3.1211e-01       1.4396e+00        4.0450e-02        0.984         103.8
  52      1.7783e-01       1.3020e+00       -2.2104e-02        0.996         128.7
  53      1.0000e-01       1.3560e+00        9.8069e-02        0.993         165.1

