File.......:  500-eis-50%-210-4 - MAY,06.2015

System.....:  
Potential..:  1.362V
Current....:  209.56mA
Temperature:  -1.0+-0.1C
Time.......:  16:40:32 - 16:43:28
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   53
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      2.0000e+05       5.2908e-01        4.0628e-01        0.999           0.0
   2      1.5917e+05       5.3974e-01        3.0500e-01        0.999           1.7
   3      1.2668e+05       5.5851e-01        2.2406e-01        0.998           2.6
   4      1.0082e+05       5.6682e-01        1.5558e-01        0.999           3.5
   5      8.0237e+04       5.7339e-01        1.0684e-01        0.999           4.4
   6      6.3857e+04       5.8896e-01        5.3778e-02        0.997           5.4
   7      5.0821e+04       5.9799e-01        3.0297e-02        1.000           6.3
   8      4.0447e+04       6.1237e-01        4.1313e-03        0.998           7.2
   9      3.2190e+04       6.1618e-01       -1.6695e-02        0.999           8.2
  10      2.5619e+04       6.3835e-01       -3.8953e-02        1.000           9.1
  11      2.0389e+04       6.5329e-01       -5.4838e-02        1.000          10.0
  12      1.6227e+04       6.6915e-01       -6.7893e-02        0.994          10.9
  13      1.2914e+04       6.8519e-01       -7.8428e-02        1.000          11.9
  14      1.0278e+04       7.0240e-01       -8.7385e-02        1.000          12.8
  15      8.1797e+03       7.1999e-01       -9.4178e-02        1.000          13.7
  16      6.5099e+03       7.3869e-01       -9.9759e-02        0.999          14.7
  17      5.1809e+03       7.5638e-01       -1.0192e-01        1.000          15.6
  18      4.1233e+03       7.7507e-01       -1.0407e-01        0.999          16.5
  19      3.2816e+03       7.9291e-01       -1.0449e-01        1.000          17.4
  20      2.6117e+03       8.0958e-01       -1.0337e-01        1.000          18.4
  21      2.0785e+03       8.2784e-01       -1.0167e-01        1.000          19.3
  22      1.6542e+03       8.3984e-01       -9.7191e-02        1.000          20.2
  23      1.3165e+03       8.5313e-01       -9.3949e-02        1.000          21.2
  24      1.0478e+03       8.6575e-01       -9.1280e-02        1.000          22.1
  25      8.3387e+02       8.7958e-01       -8.8122e-02        1.000          23.0
  26      6.6364e+02       8.8999e-01       -8.4307e-02        1.000          23.9
  27      5.2816e+02       9.0435e-01       -8.3207e-02        1.000          24.9
  28      4.2034e+02       9.1595e-01       -8.3606e-02        1.000          26.6
  29      3.3453e+02       9.2609e-01       -8.2787e-02        1.000          28.5
  30      2.6624e+02       9.2978e-01       -8.2981e-02        1.000          30.3
  31      2.1189e+02       9.3445e-01       -8.6498e-02        1.000          32.1
  32      1.6864e+02       9.4502e-01       -8.6748e-02        0.999          33.5
  33      1.3421e+02       9.7382e-01       -8.5321e-02        0.998          35.0
  34      1.0681e+02       9.7578e-01       -8.2404e-02        0.998          36.4
  35      8.5008e+01       9.9171e-01       -9.9947e-02        0.999          37.9
  36      6.7654e+01       1.0068e+00       -9.8024e-02        1.000          39.4
  37      5.3524e+01       1.0160e+00       -1.0045e-01        0.999          41.0
  38      4.1896e+01       1.0285e+00       -1.0687e-01        0.999          42.6
  39      3.2409e+01       1.0532e+00       -1.1302e-01        0.999          44.2
  40      2.4746e+01       1.0690e+00       -1.0746e-01        0.998          45.9
  41      1.8624e+01       1.0917e+00       -1.1562e-01        0.999          47.7
  42      1.3792e+01       1.1135e+00       -1.1359e-01        0.999          49.6
  43      1.0031e+01       1.1389e+00       -1.5923e-01        0.994          51.7
  44      7.1499e+00       1.1763e+00       -1.1911e-01        0.999          54.0
  45      4.9825e+00       1.1879e+00       -1.0595e-01        0.999          56.8
  46      3.3858e+00       1.2335e+00       -9.7625e-02        0.999          59.9
  47      2.2374e+00       1.2124e+00       -1.2829e-01        0.987          63.8
  48      1.4343e+00       1.2798e+00       -7.7816e-02        0.999          70.0
  49      8.9031e-01       1.2349e+00       -1.1088e-01        0.992          77.4
  50      5.3506e-01       1.3223e+00       -7.8844e-02        0.996          87.8
  51      3.1211e-01       1.3857e+00       -9.5275e-02        0.978         103.2
  52      1.7783e-01       1.2957e+00       -6.1633e-02        0.989         128.2
  53      1.0000e-01       1.3691e+00        1.7213e-02        0.995         164.6

