File.......:  600eis 552h - JUL,15.2014

System.....:  
Potential..:  -0.001V
Current....:  -68.444uA
Temperature:  -1.5+-0.0C
Time.......:  21:12:54 - 21:15:17
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      1.0000e+05       3.9107e+00        2.6488e-01        1.000           0.0
   2      7.9606e+04       3.9248e+00        1.8247e-01        1.000           1.1
   3      6.3371e+04       3.9397e+00        1.1458e-01        1.000           1.5
   4      5.0448e+04       3.9530e+00        5.6506e-02        1.000           1.9
   5      4.0159e+04       3.9709e+00        8.0901e-03        1.000           2.4
   6      3.1969e+04       3.9889e+00       -3.4199e-02        1.000           2.8
   7      2.5450e+04       4.0076e+00       -7.7308e-02        1.000           3.3
   8      2.0259e+04       4.0310e+00       -1.1057e-01        1.000           3.7
   9      1.6128e+04       4.0560e+00       -1.4044e-01        1.000           4.1
  10      1.2839e+04       4.0841e+00       -1.7031e-01        1.000           4.6
  11      1.0220e+04       4.1148e+00       -1.9952e-01        1.000           5.0
  12      8.1360e+03       4.1487e+00       -2.2721e-01        1.000           5.4
  13      6.4768e+03       4.1877e+00       -2.5190e-01        1.000           5.9
  14      5.1559e+03       4.2293e+00       -2.7788e-01        1.000           6.3
  15      4.1044e+03       4.2751e+00       -3.0370e-01        1.000           6.8
  16      3.2674e+03       4.3253e+00       -3.2852e-01        1.000           7.2
  17      2.6010e+03       4.3799e+00       -3.5077e-01        1.000           7.6
  18      2.0706e+03       4.4379e+00       -3.7094e-01        1.000           8.1
  19      1.6483e+03       4.4997e+00       -3.8946e-01        0.999           8.5
  20      1.3122e+03       4.5651e+00       -4.0524e-01        0.999           9.0
  21      1.0446e+03       4.6321e+00       -4.1818e-01        1.000           9.4
  22      8.3153e+02       4.7017e+00       -4.2956e-01        0.999           9.8
  23      6.6195e+02       4.7742e+00       -4.3627e-01        0.999          10.3
  24      5.2695e+02       4.8463e+00       -4.3786e-01        0.999          10.7
  25      4.1949e+02       4.9197e+00       -4.3850e-01        0.999          11.2
  26      3.3394e+02       4.9924e+00       -4.3201e-01        0.999          11.6
  27      2.6584e+02       5.0647e+00       -4.2205e-01        0.999          12.0
  28      2.1162e+02       5.1334e+00       -4.0973e-01        0.999          12.5
  29      1.6846e+02       5.2018e+00       -3.9116e-01        0.999          12.9
  30      1.3411e+02       5.2643e+00       -3.6842e-01        0.999          13.3
  31      1.0676e+02       5.3235e+00       -3.4465e-01        0.999          13.8
  32      8.4986e+01       5.3745e+00       -3.1903e-01        0.999          14.2
  33      6.7654e+01       5.4208e+00       -2.9288e-01        0.999          14.7
  34      5.3524e+01       5.4658e+00       -2.6353e-01        0.999          16.0
  35      4.1896e+01       5.5055e+00       -2.3411e-01        0.999          17.6
  36      3.2409e+01       5.5401e+00       -2.0710e-01        0.999          18.7
  37      2.4746e+01       5.5725e+00       -1.7988e-01        0.999          20.0
  38      1.8624e+01       5.6029e+00       -1.5203e-01        0.999          21.3
  39      1.3792e+01       5.6290e+00       -1.3018e-01        0.999          22.7
  40      1.0031e+01       5.6539e+00       -1.0772e-01        0.999          24.3
  41      7.1499e+00       5.6745e+00       -8.7037e-02        0.999          26.1
  42      4.9825e+00       5.6933e+00       -6.6655e-02        1.000          28.4
  43      3.3858e+00       5.7074e+00       -5.3377e-02        1.000          31.1
  44      2.2374e+00       5.7178e+00       -4.0430e-02        1.000          34.5
  45      1.4343e+00       5.7170e+00       -2.8852e-02        1.000          39.9
  46      8.9031e-01       5.7005e+00       -2.0291e-02        1.000          46.7
  47      5.3506e-01       5.6670e+00       -1.6113e-02        1.000          56.7
  48      3.1211e-01       5.6261e+00       -8.6167e-03        1.000          71.7
  49      1.7783e-01       5.6718e+00       -3.9111e-03        1.000          96.1
  50      1.0000e-01       5.6699e+00        4.5687e-03        1.000         132.0

