File.......:  600eis 792h - OCT,15.2014

System.....:  
Potential..:  0.000V
Current....:  -2.0759uA
Temperature:  -1.1+-0.1C
Time.......:  16:00:51 - 16:03:17
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      1.0000e+05       5.0019e+00        1.8278e-01        0.999           0.0
   2      7.9606e+04       5.0157e+00        5.3399e-02        1.000           1.2
   3      6.3371e+04       5.0612e+00       -3.6958e-02        1.000           1.9
   4      5.0448e+04       5.0730e+00       -1.2217e-01        0.998           2.3
   5      4.0159e+04       5.1487e+00       -1.4606e-01        0.997           2.8
   6      3.1969e+04       5.1973e+00       -2.4169e-01        1.000           3.2
   7      2.5450e+04       5.2333e+00       -2.6734e-01        0.999           3.7
   8      2.0259e+04       5.3112e+00       -3.4503e-01        1.000           4.1
   9      1.6128e+04       5.3720e+00       -3.8734e-01        1.000           4.5
  10      1.2839e+04       5.4457e+00       -4.4107e-01        0.999           5.0
  11      1.0220e+04       5.5211e+00       -4.6026e-01        0.999           5.4
  12      8.1360e+03       5.5870e+00       -5.0396e-01        1.000           5.8
  13      6.4768e+03       5.6682e+00       -5.3866e-01        1.000           6.3
  14      5.1559e+03       5.7559e+00       -5.8167e-01        1.000           6.7
  15      4.1044e+03       5.8452e+00       -6.0650e-01        1.000           7.1
  16      3.2674e+03       5.9282e+00       -6.4613e-01        0.999           7.6
  17      2.6010e+03       6.0249e+00       -6.8316e-01        0.999           8.0
  18      2.0706e+03       6.1366e+00       -7.2486e-01        0.999           8.5
  19      1.6483e+03       6.2606e+00       -7.4714e-01        0.999           8.9
  20      1.3122e+03       6.3636e+00       -8.0373e-01        1.000           9.4
  21      1.0446e+03       6.4729e+00       -8.2273e-01        1.000           9.8
  22      8.3153e+02       6.6212e+00       -8.8620e-01        0.999          10.2
  23      6.6195e+02       6.7486e+00       -9.1640e-01        1.000          10.7
  24      5.2695e+02       6.9122e+00       -9.7249e-01        0.999          11.9
  25      4.1949e+02       7.0683e+00       -1.0078e+00        0.999          12.6
  26      3.3394e+02       7.2449e+00       -1.0271e+00        0.999          13.0
  27      2.6584e+02       7.4162e+00       -1.0545e+00        1.000          13.5
  28      2.1162e+02       7.5894e+00       -1.0567e+00        1.000          14.0
  29      1.6846e+02       7.7829e+00       -1.0576e+00        0.999          15.0
  30      1.3411e+02       7.9687e+00       -1.0359e+00        1.000          15.5
  31      1.0676e+02       8.1528e+00       -1.0117e+00        1.000          15.9
  32      8.4986e+01       8.3291e+00       -9.5534e-01        1.000          16.4
  33      6.7654e+01       8.4866e+00       -8.9554e-01        1.000          16.9
  34      5.3524e+01       8.6448e+00       -8.0226e-01        1.000          18.2
  35      4.1896e+01       8.7853e+00       -7.3533e-01        1.000          19.8
  36      3.2409e+01       8.8996e+00       -6.4213e-01        1.000          20.9
  37      2.4746e+01       9.0034e+00       -5.4990e-01        1.000          22.1
  38      1.8624e+01       9.0857e+00       -4.5627e-01        1.000          23.4
  39      1.3792e+01       9.1520e+00       -3.7372e-01        1.000          24.9
  40      1.0031e+01       9.2023e+00       -2.9793e-01        1.000          26.5
  41      7.1499e+00       9.2352e+00       -2.3201e-01        1.000          28.5
  42      4.9825e+00       9.2597e+00       -1.7398e-01        1.000          30.7
  43      3.3858e+00       9.2659e+00       -1.2930e-01        1.000          33.5
  44      2.2374e+00       9.2546e+00       -9.2887e-02        1.000          36.9
  45      1.4343e+00       9.2085e+00       -8.8421e-02        1.000          42.7
  46      8.9031e-01       9.1341e+00       -3.8458e-02        1.000          49.6
  47      5.3506e-01       9.0674e+00       -2.4956e-02        1.000          59.6
  48      3.1211e-01       9.1136e+00       -1.8615e-02        1.000          74.6
  49      1.7783e-01       9.3126e+00       -1.2736e-02        1.000          99.0
  50      1.0000e-01       9.0841e+00       -7.7482e-03        1.000         135.0

