File.......:  600eis 1468h - NOV,12.2014

System.....:  
Potential..:  0.000V
Current....:  -9.472uA
Temperature:  -0.9+-0.0C
Time.......:  19:20:40 - 19:23:05
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   53
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      2.0000e+05       4.0059e+00        7.4110e-01        1.000           0.0
   2      1.5917e+05       4.0258e+00        5.5586e-01        0.999           1.3
   3      1.2668e+05       4.0730e+00        3.7501e-01        0.995           1.7
   4      1.0082e+05       4.0569e+00        2.5047e-01        1.000           2.1
   5      8.0237e+04       4.0802e+00        1.2591e-01        0.999           2.6
   6      6.3857e+04       4.0950e+00        2.5223e-02        0.996           3.0
   7      5.0821e+04       4.1554e+00       -4.8146e-02        0.999           3.4
   8      4.0447e+04       4.2451e+00       -8.8785e-02        0.997           3.8
   9      3.2190e+04       4.2370e+00       -1.3752e-01        0.995           4.3
  10      2.5619e+04       4.2830e+00       -2.1882e-01        0.999           4.7
  11      2.0389e+04       4.3386e+00       -2.4989e-01        0.999           5.1
  12      1.6227e+04       4.3808e+00       -2.8306e-01        0.998           5.6
  13      1.2914e+04       4.4573e+00       -3.3705e-01        0.999           6.0
  14      1.0278e+04       4.4915e+00       -3.7848e-01        1.000           6.4
  15      8.1797e+03       4.5319e+00       -4.2546e-01        0.996           6.9
  16      6.5099e+03       4.6152e+00       -4.3875e-01        1.000           7.3
  17      5.1809e+03       4.6921e+00       -4.8053e-01        0.999           7.7
  18      4.1233e+03       4.7612e+00       -5.0248e-01        1.000           8.2
  19      3.2816e+03       4.8316e+00       -5.3252e-01        0.999           8.6
  20      2.6117e+03       4.9079e+00       -5.6580e-01        1.000           9.0
  21      2.0785e+03       4.9912e+00       -5.9917e-01        0.999           9.5
  22      1.6542e+03       5.0692e+00       -6.1859e-01        0.999           9.9
  23      1.3165e+03       5.1674e+00       -6.7320e-01        1.000          10.3
  24      1.0478e+03       5.2574e+00       -7.0530e-01        0.999          10.7
  25      8.3387e+02       5.3689e+00       -7.5488e-01        1.000          11.2
  26      6.6364e+02       5.4610e+00       -7.9787e-01        1.000          11.6
  27      5.2816e+02       5.5801e+00       -8.4042e-01        1.000          12.0
  28      4.2034e+02       5.7086e+00       -8.8612e-01        1.000          12.5
  29      3.3453e+02       5.8346e+00       -9.3601e-01        1.000          12.9
  30      2.6624e+02       5.9770e+00       -9.8083e-01        1.000          13.3
  31      2.1189e+02       6.1271e+00       -1.0243e+00        1.000          13.8
  32      1.6864e+02       6.2865e+00       -1.0669e+00        1.000          14.2
  33      1.3421e+02       6.4535e+00       -1.1084e+00        1.000          14.6
  34      1.0681e+02       6.6413e+00       -1.1389e+00        1.000          15.3
  35      8.5008e+01       6.8270e+00       -1.1605e+00        1.000          16.0
  36      6.7654e+01       7.0201e+00       -1.1748e+00        1.000          16.5
  37      5.3524e+01       7.2085e+00       -1.1673e+00        1.000          17.7
  38      4.1896e+01       7.4162e+00       -1.1442e+00        1.000          19.3
  39      3.2409e+01       7.6300e+00       -1.1019e+00        1.000          20.4
  40      2.4746e+01       7.8422e+00       -1.0311e+00        1.000          21.6
  41      1.8624e+01       8.0435e+00       -9.3115e-01        1.000          22.9
  42      1.3792e+01       8.2196e+00       -8.1179e-01        1.000          24.4
  43      1.0031e+01       8.3649e+00       -6.7578e-01        1.000          26.0
  44      7.1499e+00       8.4727e+00       -5.3724e-01        1.000          27.8
  45      4.9825e+00       8.5501e+00       -4.0892e-01        1.000          30.0
  46      3.3858e+00       8.6017e+00       -3.0264e-01        1.000          32.7
  47      2.2374e+00       8.6376e+00       -2.1500e-01        1.000          36.1
  48      1.4343e+00       8.6710e+00       -1.4608e-01        1.000          41.5
  49      8.9031e-01       8.7149e+00       -9.6470e-02        1.000          48.4
  50      5.3506e-01       8.7975e+00       -6.4039e-02        1.000          58.3
  51      3.1211e-01       8.9055e+00       -4.0648e-02        1.000          73.2
  52      1.7783e-01       8.7334e+00       -2.0732e-02        1.000          97.7
  53      1.0000e-01       8.7869e+00       -2.0083e-02        1.000         133.6

