File.......:  600eis 1226h - NOV,02.2014

System.....:  
Potential..:  0.000V
Current....:  10.625uA
Temperature:  -0.9+-0.1C
Time.......:  18:14:35 - 18:17:01
Comment....:  
              
              
              
              
              
Impedance samples

Lines:   53
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      2.0000e+05       5.0170e+00        6.7306e-01        1.000           0.0
   2      1.5917e+05       5.0422e+00        4.1666e-01        0.998           1.3
   3      1.2668e+05       5.0971e+00        6.0286e-02        0.997           2.2
   4      1.0082e+05       5.0922e+00        1.5998e-01        1.000           3.2
   5      8.0237e+04       5.1318e+00        6.9729e-02        0.999           3.8
   6      6.3857e+04       5.1669e+00       -4.1865e-02        1.000           4.3
   7      5.0821e+04       5.2144e+00       -1.3317e-01        0.999           4.7
   8      4.0447e+04       5.2543e+00       -2.2467e-01        0.998           5.1
   9      3.2190e+04       5.2940e+00       -2.7698e-01        0.999           5.6
  10      2.5619e+04       5.3814e+00       -3.3834e-01        0.998           6.0
  11      2.0389e+04       5.4417e+00       -3.6481e-01        0.998           6.4
  12      1.6227e+04       5.5007e+00       -4.2433e-01        1.000           6.9
  13      1.2914e+04       5.5557e+00       -4.5822e-01        0.999           7.3
  14      1.0278e+04       5.6512e+00       -5.0522e-01        1.000           7.7
  15      8.1797e+03       5.7375e+00       -5.4306e-01        1.000           8.2
  16      6.5099e+03       5.8042e+00       -5.9758e-01        0.998           8.6
  17      5.1809e+03       5.9054e+00       -6.2031e-01        1.000           9.0
  18      4.1233e+03       5.9855e+00       -6.6111e-01        0.999           9.5
  19      3.2816e+03       6.0974e+00       -6.9934e-01        0.999           9.9
  20      2.6117e+03       6.1910e+00       -7.4114e-01        1.000          10.4
  21      2.0785e+03       6.3082e+00       -7.7975e-01        0.999          10.8
  22      1.6542e+03       6.4304e+00       -8.4459e-01        0.999          11.2
  23      1.3165e+03       6.5349e+00       -8.6758e-01        1.000          11.7
  24      1.0478e+03       6.6762e+00       -9.4040e-01        0.999          12.1
  25      8.3387e+02       6.7930e+00       -9.7006e-01        0.999          12.8
  26      6.6364e+02       6.9587e+00       -1.0324e+00        1.000          13.4
  27      5.2816e+02       7.0913e+00       -1.0882e+00        1.000          13.9
  28      4.2034e+02       7.2590e+00       -1.1480e+00        0.998          14.3
  29      3.3453e+02       7.4271e+00       -1.2240e+00        1.000          14.8
  30      2.6624e+02       7.6145e+00       -1.2762e+00        1.000          15.2
  31      2.1189e+02       7.8058e+00       -1.3488e+00        1.000          15.6
  32      1.6864e+02       8.0243e+00       -1.4005e+00        0.999          16.0
  33      1.3421e+02       8.2510e+00       -1.4475e+00        1.000          16.5
  34      1.0681e+02       8.4856e+00       -1.4818e+00        1.000          16.9
  35      8.5008e+01       8.7320e+00       -1.5109e+00        1.000          17.4
  36      6.7654e+01       8.9903e+00       -1.5269e+00        0.999          17.9
  37      5.3524e+01       9.2645e+00       -1.5126e+00        1.000          19.2
  38      4.1896e+01       9.5208e+00       -1.4823e+00        1.000          20.7
  39      3.2409e+01       9.7925e+00       -1.4197e+00        1.000          21.9
  40      2.4746e+01       1.0064e+01       -1.3258e+00        0.999          23.1
  41      1.8624e+01       1.0318e+01       -1.2018e+00        1.000          24.4
  42      1.3792e+01       1.0541e+01       -1.0500e+00        1.000          25.8
  43      1.0031e+01       1.0723e+01       -8.7841e-01        1.000          27.4
  44      7.1499e+00       1.0853e+01       -7.0263e-01        1.000          29.3
  45      4.9825e+00       1.0941e+01       -5.3584e-01        1.000          31.5
  46      3.3858e+00       1.0982e+01       -3.9484e-01        1.000          34.2
  47      2.2374e+00       1.0996e+01       -2.8093e-01        1.000          37.6
  48      1.4343e+00       1.0993e+01       -1.8930e-01        1.000          43.0
  49      8.9031e-01       1.0992e+01       -1.2240e-01        1.000          49.8
  50      5.3506e-01       1.1033e+01       -8.0189e-02        1.000          59.8
  51      3.1211e-01       1.1178e+01       -5.3497e-02        1.000          74.7
  52      1.7783e-01       1.1250e+01       -2.7949e-02        1.000          99.2
  53      1.0000e-01       1.1073e+01       -2.6019e-02        1.000         135.1

