,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,R/Ohm,0.28567,0.15991,0.045439,-0.049617,-0.13691,-0.22701,-0.29141,-0.34643,-0.41287,-0.48361,-0.5339,-0.58915,-0.6391,-0.68255,-0.72402,-0.76347,-0.7983899999999999,-0.83436,-0.86482,-0.8968299999999999,-0.93045,-0.95794,-0.99297,-1.0228,-1.0634,-1.1,-1.1367,-1.1797,-1.2229,-1.263,-1.3085,-1.3527,-1.3988,-1.4466,-1.4915,-1.5381,-1.5725,-1.6059,-1.6333,-1.6440000000000001,-1.6285,-1.5868,-1.4952,-1.3528,-1.1497,-0.92045,-0.67979,-0.48058,-0.31341,-0.1945,-0.1219,-0.060678,-0.04355,impedance,5.3408,5.3617,5.3865,5.4165,5.4618,5.505,5.5563,5.6156,5.6763,5.7473,5.821000000000001,5.9059,6.0044,6.1085,6.2173,6.3317,6.4495,6.5763,6.7052,6.8332,6.9668,7.0998,7.2439,7.3833,7.531000000000001,7.6822,7.837000000000001,7.9989,8.1702,8.3404,8.5159,8.6976,8.8954,9.0954,9.3076,9.5249,9.736,9.998,10.278,10.583,10.903,11.254,11.608,11.97,12.281,12.554,12.725,13.005999999999998,13.136,13.04,13.380999999999998,13.087,13.025
1,R/Ohm,0.35448,0.21464,0.09989,-0.0079764,-0.098709,-0.18047,-0.25447,-0.32192,-0.38416,-0.44567,-0.49921,-0.5494100000000001,-0.59632,-0.63977,-0.6819,-0.71887,-0.75405,-0.78747,-0.81897,-0.84996,-0.8807799999999999,-0.91154,-0.94375,-0.97677,-1.0112,-1.0462,-1.0829,-1.1219,-1.1614,-1.2023,-1.2458,-1.288,-1.3311,-1.3766,-1.4198,-1.4638,-1.5082,-1.5432,-1.5759,-1.5917,-1.5859999999999999,-1.5545,-1.4817,-1.3530000000000002,-1.1667,-0.94867,-0.71391,-0.49612,-0.32333,-0.19414,-0.11121,-0.068742,-0.028035,impedance,5.0645,5.0904,5.1198,5.1545,5.1893,5.2295,5.2794,5.3355,5.4004,5.4726,5.5481,5.6284,5.7159,5.8135,5.9158,6.0269,6.1405,6.257000000000001,6.3755,6.4981,6.6254,6.7562,6.8947,7.034,7.1754,7.3252,7.4809,7.6426,7.8067,7.9791,8.1561,8.3354,8.526,8.7264,8.9359,9.1553,9.4164,9.6855,9.9765,10.292,10.634,10.998,11.39,11.774,12.14,12.478,12.725,12.904000000000002,12.991,12.903,12.635,12.618,13.008
2,R/Ohm,0.36509,0.22122,0.10361,-0.008228000000000001,-0.099775,-0.18306,-0.25714000000000004,-0.32485,-0.38893,-0.45184,-0.50716,-0.5594899999999999,-0.6087100000000001,-0.6553,-0.6998300000000001,-0.73906,-0.77691,-0.8125899999999999,-0.8458,-0.87992,-0.91379,-0.94607,-0.97972,-1.014,-1.0502,-1.0912,-1.1297,-1.1747,-1.2192,-1.265,-1.3165,-1.3693,-1.4251,-1.4883,-1.5486,-1.6165,-1.6843,-1.7579,-1.8404,-1.9206,-1.9905,-2.0473,-2.0612,-2.0115,-1.8688,-1.6279,-1.2925,-0.93525,-0.61942,-0.37783,-0.22488,-0.13774,-0.066598,impedance,5.1555,5.1866,5.2262,5.2607,5.3018,5.3465,5.3997,5.4598,5.5263,5.5962,5.6758,5.7637,5.8622,5.9629,6.0676,6.1785,6.2974,6.4188,6.5448,6.6757,6.812,6.9468,7.0844,7.2269,7.3828,7.5373,7.699,7.8661,8.0433,8.2107,8.3865,8.5768,8.7774,8.9848,9.2022,9.4303,9.6747,9.9563,10.272,10.630999999999998,11.026,11.477,11.968,12.509,13.074000000000002,13.629,14.041,14.352,14.479,14.378,14.268,14.494000000000002,14.487
3,R/Ohm,0.35263,0.20706,0.081032,-0.025407,-0.093765,-0.17836,-0.24394,-0.30603,-0.3586,-0.41271,-0.46019,-0.4954,-0.5411100000000001,-0.58522,-0.6087600000000001,-0.63746,-0.66887,-0.69671,-0.7227399999999999,-0.7508699999999999,-0.7754300000000001,-0.79718,-0.83144,-0.87,-0.88349,-0.91637,-0.9528,-0.98181,-1.0181,-1.0452,-1.079,-1.1094,-1.1347,-1.1594,-1.1793,-1.1954,-1.1915,-1.1928,-1.1745,-1.1297,-1.0615,-0.972,-0.85119,-0.70601,-0.55669,-0.41755,-0.2941,-0.1952,-0.12233,-0.079204,-0.050816,-0.023869,-0.025067,impedance,4.4938,4.5411,4.5717,4.6035,4.6385,4.6865,4.7324,4.7897,4.8416,4.9087,4.984,5.0632,5.1513,5.2379999999999995,5.343999999999999,5.4332,5.539,5.6436,5.7498,5.8596,5.974,6.0968,6.2128,6.3307,6.4583,6.5883,6.7287,6.8885,7.0372,7.1896,7.3436,7.5148,7.6926,7.8715,8.0557,8.2425,8.4398,8.6798,8.8962,9.1144,9.3364,9.5525,9.7422,9.8933,10.024,10.126,10.182,10.175,10.191,10.259,10.424,10.415,10.129
4,R/Ohm,0.25965,0.14452,0.038061000000000005,-0.06312000000000001,-0.14211,-0.21556,-0.28746,-0.34518000000000004,-0.40092,-0.46285,-0.51442,-0.56297,-0.6090800000000001,-0.65076,-0.6913100000000001,-0.72893,-0.76327,-0.79595,-0.82583,-0.85639,-0.88849,-0.91993,-0.95332,-0.98695,-1.0208,-1.0607,-1.0989,-1.1426,-1.1874,-1.2319,-1.2811,-1.3333,-1.3866,-1.4442,-1.5055,-1.5698,-1.635,-1.6995,-1.7682,-1.8296,-1.8840000000000001,-1.9167,-1.9040000000000001,-1.8281,-1.6644,-1.4152,-1.1021,-0.78909,-0.51995,-0.31569,-0.18891,-0.11625,-0.06327200000000001,impedance,5.0867,5.1069,5.1309,5.1619,5.2056,5.2477,5.2951,5.3557,5.4163,5.4826,5.5643,5.6538,5.7485,5.8487,5.9536,6.0654,6.1782,6.2964,6.4164,6.5388,6.6681,6.8158,6.9512,7.0897,7.2346,7.3836,7.5378,7.7001,7.8679,8.0396,8.22,8.4103,8.6067,8.8191,9.0336,9.2639,9.5185,9.7996,10.107,10.45,10.854,11.295,11.779000000000002,12.285,12.813,13.279000000000002,13.632,13.897,14.03,13.9,13.817,14.043,14.042
5,R/Ohm,0.25122,0.13864,0.028458,-0.063154,-0.14818,-0.22356,-0.29157,-0.35675,-0.41513,-0.47352,-0.5273899999999999,-0.5757,-0.62627,-0.6716,-0.7135199999999999,-0.75093,-0.78908,-0.81926,-0.85467,-0.8877700000000001,-0.91741,-0.95703,-0.98843,-1.0252,-1.0613,-1.1011,-1.1372,-1.1815,-1.2229,-1.2711,-1.3217,-1.3712,-1.4229,-1.4782,-1.5337,-1.5926,-1.6462,-1.6981,-1.7483,-1.7788,-1.7979,-1.7974,-1.7438,-1.6212,-1.4189,-1.1663,-0.8718799999999999,-0.58899,-0.37397,-0.23428,-0.13957,-0.084896,-0.047355,impedance,5.1506,5.2059,5.236000000000001,5.2751,5.3089,5.3614,5.4199,5.4739,5.5407,5.6125,5.7017,5.7948,5.8973,6.0027,6.1082,6.2303,6.3535,6.4689,6.5961,6.7269,6.8642,7.0192,7.1732,7.3278,7.4798,7.6432,7.8062,7.9753,8.1505,8.3355,8.5279,8.7231,8.9265,9.1461,9.3729,9.6029,9.8552,10.132,10.421,10.72,11.082,11.497,11.925999999999998,12.343,12.73,13.072,13.26,13.257,13.223,13.219,13.161,13.489,13.263
6,R/Ohm,0.48486,0.31932,0.18912,0.06906,-0.029026,-0.1167,-0.19384,-0.26288,-0.3242,-0.38379,-0.43565,-0.48200000000000004,-0.5254,-0.5624600000000001,-0.59895,-0.62932,-0.6603600000000001,-0.6892199999999999,-0.71758,-0.7457600000000001,-0.77246,-0.80007,-0.82778,-0.8568600000000001,-0.8866299999999999,-0.91824,-0.95041,-0.98341,-1.0158,-1.0487,-1.0828,-1.1145,-1.1452,-1.1761,-1.1994,-1.2209999999999999,-1.2287,-1.2296,-1.2128,-1.1772,-1.1173,-1.0318,-0.91113,-0.76479,-0.61173,-0.46348,-0.33496,-0.23175,-0.14635,-0.086802,-0.051446000000000006,-0.037416000000000005,-0.0038241,impedance,4.5494,4.5695,4.5944,4.6239,4.6631,4.7018,4.7499,4.8035,4.8635,4.9249,4.997,5.0727,5.1544,5.2406,5.3269,5.421,5.5172,5.6159,5.7196,5.8264,5.9375,6.0542,6.1735,6.2985,6.4255,6.5599,6.6981,6.8513,6.9987,7.1495,7.3086,7.4748,7.6493,7.8322,8.0206,8.2162,8.4131,8.6297,8.8584,9.1029,9.3614,9.6094,9.8321,10.023,10.212,10.357,10.507,10.699000000000002,10.733,10.603,10.522,10.708,10.578
7,R/Ohm,0.32937,0.18334,0.082384,-0.022103,-0.11685,-0.18182,-0.26442,-0.344,-0.4004,-0.45924,-0.51788,-0.56252,-0.6122,-0.6532899999999999,-0.69398,-0.73112,-0.75952,-0.7923100000000001,-0.82705,-0.8573700000000001,-0.88638,-0.92424,-0.95003,-0.99283,-1.0158,-1.052,-1.0921,-1.1299,-1.1711,-1.2126,-1.2552,-1.2989,-1.345,-1.392,-1.4356,-1.4784,-1.525,-1.5511,-1.574,-1.5777,-1.5561,-1.5055,-1.3984,-1.234,-1.0296,-0.80213,-0.57562,-0.38479,-0.24355,-0.15425,-0.10415,-0.058862,-0.032086,impedance,5.0622,5.0834,5.1143,5.1568,5.207000000000001,5.2531,5.2998,5.3486,5.4184,5.4964,5.5688,5.6664,5.7551,5.8582,5.9611,6.0723,6.1867,6.3023,6.4321,6.5577,6.6886,6.8238,6.9586,7.1018,7.2444,7.3973,7.5516,7.7094,7.8747,8.042,8.2214,8.41,8.5989,8.8035,9.0145,9.2343,9.4938,9.748,10.04,10.34,10.675,11.029000000000002,11.355,11.657,11.924,12.117,12.168,12.188,12.158,12.254,12.591,12.845999999999998,12.279000000000002
8,R/Ohm,0.31338,0.17559,0.082374,-0.010257,-0.10303,-0.16722,-0.24944,-0.30171,-0.3651,-0.41522,-0.45867,-0.50358,-0.5369,-0.57347,-0.6028399999999999,-0.6335,-0.66167,-0.68496,-0.70715,-0.73254,-0.7572800000000001,-0.78198,-0.80942,-0.8338,-0.8634200000000001,-0.8909999999999999,-0.91793,-0.94679,-0.97544,-1.0025,-1.0281,-1.0521,-1.0716,-1.0854,-1.091,-1.0901,-1.0715,-1.0361,-0.9848,-0.9098,-0.81221,-0.70218,-0.5793699999999999,-0.45394,-0.33974,-0.24799,-0.17082,-0.11335,-0.07230199999999999,-0.047447,-0.027953,-0.015314,-0.011374,impedance,4.5176,4.5403,4.5694,4.6063,4.6333,4.6808,4.7224,4.7646,4.8365,4.8985,4.9736,5.0504,5.1355,5.2161,5.308,5.4,5.4936,5.5921,5.6899,5.7924,5.8978,6.0062,6.1186,6.2351,6.352,6.4757,6.6038,6.7448,6.8834,7.0279,7.1785,7.3344,7.4969,7.6663,7.8391,8.0161,8.1883,8.3743,8.5643,8.7491,8.9207,9.0685,9.1908,9.2808,9.3496,9.4096,9.435,9.4824,9.552999999999999,9.6567,9.7084,9.4411,9.6678
