9,R/Ohm,0.40312,0.23989,0.12262,0.0026453,-0.095282,-0.1817,-0.26109,-0.3324,-0.40146,-0.4674,-0.51695,-0.5829,-0.63572,-0.68971,-0.7349100000000001,-0.77396,-0.81712,-0.8586600000000001,-0.8907700000000001,-0.92635,-0.96141,-0.99888,-1.033,-1.0678,-1.1043,-1.1476,-1.1871,-1.2342,-1.2756,-1.3288,-1.3844,-1.4434,-1.5022,-1.5659999999999998,-1.6369999999999998,-1.7118,-1.7927,-1.8804,-1.9788,-2.0754,-2.1688,-2.2526,-2.2987,-2.2923,-2.1701,-1.9201,-1.5493,-1.1318,-0.76285,-0.47482,-0.28618000000000005,-0.18446,-0.1021,impedance,5.4069,5.4356,5.4662,5.5044,5.545,5.5931,5.6595,5.7071,5.7762,5.8498,5.9402,6.0247,6.1316,6.2388,6.3484,6.4691,6.5922,6.718,6.8556,6.994,7.1287,7.2735,7.4119,7.5723,7.7139,7.8798,8.0429,8.2103,8.3818,8.5647,8.758,8.9645,9.1764,9.396,9.6207,9.8574,10.146,10.438,10.788,11.163,11.578,12.044,12.564,13.169,13.773,14.335,14.79,15.11,15.311,15.302,15.305,15.832,15.423
10,R/Ohm,0.34875,0.20491,0.089153,-0.020447,-0.1087,-0.18552,-0.27394,-0.32555,-0.40131,-0.46257,-0.52579,-0.5764600000000001,-0.6191,-0.6696,-0.72077,-0.75651,-0.79745,-0.8402700000000001,-0.872,-0.90836,-0.94297,-0.98263,-1.0115,-1.0413,-1.0807,-1.1198,-1.1626,-1.2103,-1.2573,-1.3016,-1.3504,-1.4042,-1.4655,-1.5274,-1.5883,-1.6599,-1.7254,-1.8006,-1.8855,-1.9679,-2.0459,-2.1104,-2.1413,-2.1109999999999998,-1.9883,-1.7508,-1.3985,-0.99501,-0.6703399999999999,-0.40719,-0.26751,-0.15386,-0.096145,impedance,5.2597,5.2878,5.3158,5.3604,5.4039,5.4641,5.5222,5.5806,5.6481,5.7231,5.8088,5.8988,5.9991,6.1013,6.2123,6.3356,6.4563,6.5785,6.7095,6.8448,6.985,7.1268,7.2707,7.4205,7.5756,7.7244,7.8907,8.0584,8.2304,8.4037,8.5889,8.774,8.9714,9.1775,9.388,9.6063,9.8366,10.099,10.395,10.729,11.117,11.541,12.036,12.577,13.171,13.739,14.153,14.334,14.533,14.575,14.804,14.972,14.421
11,R/Ohm,0.23449,0.10933,0.017283,-0.065106,-0.17699,-0.21523,-0.2918,-0.32999,-0.41163,-0.46982,-0.51966,-0.57704,-0.61892,-0.66614,-0.70655,-0.74885,-0.78779,-0.8176899999999999,-0.8534700000000001,-0.88726,-0.9183,-0.95172,-0.98555,-1.0217,-1.0599,-1.0978,-1.1374,-1.1789,-1.2234,-1.2703,-1.3172,-1.3726,-1.4264,-1.4893,-1.5483,-1.6182,-1.6840000000000002,-1.754,-1.8309,-1.9073,-1.9752,-2.0234,-2.0489,-2.0061,-1.8753,-1.6383,-1.3133,-0.96246,-0.55803,-0.42904,-0.26726,-0.14238,-0.094598,impedance,5.2382,5.2547,5.2974,5.3314,5.3619,5.4107,5.4659,5.5159,5.5782,5.6518,5.7351,5.8155,5.9105,6.0159,6.1107,6.2221,6.3336,6.4505,6.5733,6.696000000000001,6.8309,6.9665,7.0968,7.2351,7.3787,7.5279,7.6815,7.8417,8.0073,8.1777,8.3539,8.5377,8.7296,8.9303,9.141,9.3587,9.5801,9.8353,10.121,10.445,10.815,11.192,11.695,12.23,12.788,13.309,13.747,14.094,14.375,14.578,14.818,14.492,14.761
12,R/Ohm,-2.3007,-0.10735,-0.19033,-0.23879,-0.30704000000000004,-0.34557,-0.39214,-0.42034,-0.47923,-0.53237,-0.57212,-0.62143,-0.66157,-0.70318,-0.74158,-0.78691,-0.81209,-0.8563,-0.8825200000000001,-0.90293,-0.93588,-0.95804,-1.0058,-1.0438,-1.0528,-1.092,-1.1397,-1.1965,-1.2471,-1.2944,-1.3661,-1.4025,-1.4834,-1.5499,-1.6069,-1.6974,-1.8768,-1.8009,-1.8908,-1.9807,-2.0722,-2.1516,-2.1968,-2.1762,-2.0634,-1.8286,-1.475,-1.0643,-0.6987800000000001,-0.43402,-0.28003,-0.16852,-0.088746,impedance,4.0559,5.2513,5.2777,5.3355,5.3904,5.4243,5.4797,5.5917,5.6222,5.7015,5.7884,5.8772,5.9819,6.0893,6.1981,6.3194,6.4394,6.5695,6.6961,6.7909,6.9346,7.0733,7.221,7.4252,7.598,7.7818,7.9406,8.0837,8.272,8.4235,8.5917,8.8007,8.9999,9.2063,9.4376,9.6689,9.8511,10.191,10.432,10.791,11.175,11.626,12.140999999999998,12.709,13.318,13.890999999999998,14.344,14.59,14.608,14.621,14.901,15.220999999999998,14.809
13,R/Ohm,0.24375,0.12469,0.019696,-0.074861,-0.15181,-0.23883,-0.3003,-0.36700000000000005,-0.42266,-0.48378,-0.53738,-0.5865100000000001,-0.63561,-0.6781,-0.7169800000000001,-0.7562399999999999,-0.79097,-0.8270299999999999,-0.8593,-0.89144,-0.92163,-0.95232,-0.98838,-1.0168,-1.057,-1.0971,-1.1422,-1.1856,-1.2305,-1.2739,-1.3255,-1.3744,-1.4301,-1.4808,-1.5455,-1.6007,-1.6859,-1.6906,-1.75,-1.7943,-1.8146,-1.8144,-1.7654,-1.6525,-1.4616,-1.2014,-0.90547,-0.62085,-0.39829,-0.24495,-0.1535,-0.097358,-0.053935,impedance,5.2264,5.2448,5.2853,5.3102,5.3471,5.4003,5.449,5.5143,5.5746,5.6464,5.7327,5.825,5.9261,6.0297,6.1452,6.2666,6.3908,6.5154,6.642,6.7906,6.9275,7.0754,7.2153,7.3545,7.5132,7.678999999999999,7.8413,8.0023,8.1652,8.3542,8.5493,8.7354,8.9445,9.1634,9.3792,9.603,9.8659,10.112,10.376,10.703,11.064,11.455,11.871,12.297,12.71,13.038,13.242,13.326,13.324000000000002,13.287,13.38,13.764,13.347
14,R/Ohm,0.35531,0.21784,0.090718,-0.009447,-0.098189,-0.18296,-0.25771,-0.32543,-0.39143,-0.4457,-0.51131,-0.56742,-0.61059,-0.65222,-0.69712,-0.7297899999999999,-0.76983,-0.8015399999999999,-0.83041,-0.86124,-0.892,-0.92305,-0.95371,-0.98398,-1.0204,-1.0541,-1.0896,-1.1288,-1.1679,-1.2086,-1.2536,-1.2982,-1.3442,-1.3940000000000001,-1.4417,-1.4927,-1.5390000000000001,-1.5818,-1.621,-1.6462,-1.649,-1.6289,-1.5625,-1.4375,-1.2469,-1.0105,-0.75917,-0.52727,-0.34819,-0.22616,-0.14278,-0.07381900000000001,-0.051959000000000005,impedance,5.1349,5.1624,5.1803,5.2219,5.2668,5.3108,5.3609,5.4234,5.485,5.5563,5.6158,5.6989,5.7874,5.891,5.995,6.1055,6.2154,6.3232,6.4352,6.5543,6.676,6.8041,6.9342,7.0667,7.2025,7.346,7.4924,7.6466,7.8068,7.9704,8.1416,8.3212,8.5098,8.7041,8.9124,9.1327,9.3656,9.6223,9.9017,10.199,10.519,10.869000000000002,11.255,11.643,11.999,12.309,12.526,12.688,12.824000000000002,13.027,13.179,12.893,13.101
15,R/Ohm,0.28572,0.16235,0.054948,-0.048317,-0.11566,-0.21377,-0.28531,-0.33907,-0.40609,-0.47412,-0.53023,-0.58036,-0.63057,-0.67889,-0.71755,-0.76837,-0.79709,-0.83541,-0.87084,-0.90221,-0.93568,-0.9746,-1.0073,-1.0509,-1.0742,-1.1165,-1.1624,-1.2044,-1.2559,-1.2928,-1.3539,-1.4139,-1.4527,-1.5163,-1.6004,-1.6519,-1.6407,-1.8006,-1.9051,-1.9848,-2.0737,-2.1548,-2.2031,-2.1812,-2.0634,-1.8279,-1.4784,-1.078,-0.72487,-0.45787,-0.29004,-0.16706,-0.09502,impedance,5.2587,5.3145,5.3174,5.3584,5.416,5.4501,5.5012,5.5844,5.6229,5.7029,5.7866,5.8745,5.9708,6.081,6.1968,6.3094,6.4326,6.5523,6.6788,6.8103,6.949,7.0805,7.2281,7.3771,7.5267,7.675,7.8409,8.0107,8.1785,8.3486,8.5254,8.735,8.9204,9.1225,9.3345,9.5642,9.8126,10.112,10.388,10.720999999999998,11.115,11.565,12.086,12.648,13.239,13.81,14.272,14.585,14.754,14.800999999999998,15.067,15.225,14.75
16,R/Ohm,0.27325,0.14912999999999998,0.027239,-0.056499,-0.13210999999999998,-0.21814,-0.28423000000000004,-0.35253,-0.4056,-0.47008,-0.52494,-0.5705,-0.61843,-0.66076,-0.6995600000000001,-0.7316199999999999,-0.76321,-0.80083,-0.8295799999999999,-0.8594200000000001,-0.88913,-0.91816,-0.95547,-0.98215,-1.0199,-1.0582,-1.0939,-1.1324,-1.1725,-1.2107,-1.2508,-1.2908,-1.331,-1.3676,-1.4048,-1.4365,-1.454,-1.4672,-1.4675,-1.4472,-1.3995,-1.3243,-1.2026,-1.0346,-0.8449700000000001,-0.64332,-0.45758,-0.27557,-0.18203,-0.12087,-0.078136,-0.039121,-0.029446,impedance,5.0874,5.114,5.1432,5.1695,5.2091,5.2481,5.3046,5.3666,5.43,5.5021,5.5909,5.6873,5.7875,5.8883,6.0006,6.1103,6.2309,6.3527,6.4791,6.6037,6.7365,6.8888,7.0345,7.1716,7.3197,7.4715,7.6234,7.7851,7.9519,8.1163,8.2952,8.4822,8.6748,8.8674,9.0713,9.2833,9.4853,9.716000000000001,9.9853,10.264,10.568,10.879,11.17,11.416,11.654000000000002,11.769,11.817,11.757,11.821,11.805,12.050999999999998,12.088,11.984000000000002
17,R/Ohm,0.25489,0.14447000000000002,0.043276,-0.044781,-0.1224,-0.1872,-0.25187,-0.30849,-0.36222,-0.41357,-0.45904,-0.50095,-0.53567,-0.57147,-0.60409,-0.62993,-0.65727,-0.68308,-0.70991,-0.73482,-0.7580899999999999,-0.7834399999999999,-0.80979,-0.83495,-0.8627100000000001,-0.89028,-0.91784,-0.94838,-0.97663,-1.0044,-1.0304,-1.0561,-1.0774,-1.0935,-1.1022,-1.1039,-1.0922,-1.0619,-1.0133,-0.94185,-0.8446600000000001,-0.7335,-0.60726,-0.47526,-0.35754,-0.25956,-0.17981,-0.1188,-0.075459,-0.048594,-0.026606,-0.017765,-0.0087771,impedance,4.5495,4.5662,4.5862,4.6105,4.643,4.6824,4.7261,4.7758,4.8337,4.8992,4.9707,5.0469,5.1301,5.2151,5.3035,5.3971,5.4906,5.5867,5.6876,5.7897,5.8954,6.0032,6.1136,6.2314,6.3514,6.4772,6.6086,6.7522,6.8924,7.037000000000001,7.1885,7.3478,7.5128,7.6842,7.8632,8.0455,8.2325,8.4331,8.637,8.8361,9.0263,9.1894,9.3319,9.4329,9.5235,9.5909,9.6385,9.6808,9.7438,9.8108,9.7078,9.5541,9.7961
18,R/Ohm,0.2921,0.17106,0.081388,-0.024156,-0.10871,-0.1781,-0.24131,-0.29898,-0.3544,-0.40756,-0.45114,-0.49526,-0.53272,-0.5677,-0.60132,-0.62898,-0.65809,-0.68515,-0.71107,-0.737,-0.76313,-0.7895800000000001,-0.81604,-0.84344,-0.8737299999999999,-0.90108,-0.93156,-0.96221,-0.99351,-1.025,-1.0575,-1.0889,-1.1185,-1.1477,-1.1682,-1.1895,-1.1979,-1.1934,-1.1782,-1.1404,-1.0759,-0.98651,-0.86415,-0.7191,-0.56447,-0.42082,-0.29662,-0.19879,-0.13339,-0.082947,-0.048941000000000005,-0.024932,-0.01384,impedance,4.5399,4.5542,4.5815,4.6063,4.6399,4.678999999999999,4.7216,4.772,4.8257,4.8858,4.9547,5.0295,5.1056,5.1903,5.2773,5.3694,5.4629,5.5588,5.6576,5.7594,5.8628,5.9725,6.0863,6.204,6.3241,6.4468,6.575,6.7156,6.8552,7.0032,7.1579,7.3175,7.4844,7.6585,7.8394,8.0306,8.22,8.4365,8.668,8.9109,9.152000000000001,9.3776,9.5821,9.7581,9.8889,9.9765,10.037,10.161,10.239,10.371,10.308,10.148,10.53
19,R/Ohm,0.41301,0.25,0.11839,0.013328,-0.093564,-0.18544,-0.25433,-0.31347,-0.38868,-0.45741,-0.5058199999999999,-0.55658,-0.61124,-0.6558,-0.70272,-0.74058,-0.77756,-0.81084,-0.8478399999999999,-0.87965,-0.91181,-0.94356,-0.97664,-1.0089,-1.0478,-1.084,-1.1243,-1.1645,-1.2075,-1.2512,-1.296,-1.3435,-1.3949,-1.4476,-1.4988,-1.5546,-1.6044,-1.6545,-1.7038,-1.7394,-1.758,-1.7512,-1.6896,-1.5718,-1.3923,-1.1374,-0.86103,-0.59713,-0.40116,-0.26201,-0.16418,-0.082278,-0.057301,impedance,5.2347,5.2575,5.2860000000000005,5.3096,5.3461,5.3862,5.4369,5.4975,5.556,5.6235,5.7084,5.7904,5.8846,5.9854,6.0938,6.2126,6.3333,6.4594,6.5852,6.7196,6.8507,6.987,7.1322,7.2822,7.4234,7.5752,7.7314,7.8885,8.0524,8.2227,8.3996,8.5825,8.7738,8.9738,9.1835,9.4063,9.639,9.9001,10.186,10.495,10.843,11.224,11.598,12.015,12.449000000000002,12.761,13.001,13.144,13.369000000000002,13.635,13.87,13.489,13.630999999999998
20,R/Ohm,0.25313,0.12645,0.02935,-0.063346,-0.15365,-0.20982,-0.2895,-0.33117,-0.40769,-0.47194,-0.52423,-0.56579,-0.6131300000000001,-0.65649,-0.69205,-0.72705,-0.76142,-0.79575,-0.82191,-0.85345,-0.88249,-0.92052,-0.94255,-0.97804,-1.0129,-1.0461,-1.0838,-1.1284,-1.1702,-1.2103,-1.2501,-1.2959,-1.3396,-1.3831,-1.4248,-1.4662,-1.4880000000000002,-1.5162,-1.5299,-1.517,-1.4767,-1.4043,-1.2909,-1.1195,-0.91508,-0.70398,-0.50436,-0.34055,-0.21663,-0.14037,-0.08884500000000001,-0.0448,-0.030693,impedance,5.051,5.0808,5.0989,5.1327,5.1862,5.2114,5.2709,5.3234,5.4038,5.4724,5.5768,5.6617,5.7572,5.8666,5.9686,6.0775,6.1908,6.315,6.4331,6.5521,6.6806,6.8137,6.9492,7.0959,7.2341,7.3842,7.5389,7.705,7.8762,8.052999999999999,8.2353,8.4228,8.6163,8.8148,9.0306,9.2523,9.4669,9.7184,9.9975,10.269,10.568,10.873,11.19,11.434,11.648,11.802,11.88,11.95,11.968,12.095,12.356,12.196,11.991
21,R/Ohm,0.4345600000000001,0.27657,0.14685,0.024926,-0.071344,-0.16139,-0.23712,-0.31071,-0.37428,-0.4371100000000001,-0.49248,-0.54576,-0.59295,-0.63646,-0.67756,-0.7139800000000001,-0.74808,-0.78071,-0.8124100000000001,-0.8428100000000001,-0.8735,-0.90439,-0.93622,-0.96784,-1.0028,-1.0368,-1.0726,-1.1109,-1.1496,-1.1895,-1.2314,-1.2729,-1.3168,-1.3614,-1.4035,-1.4452,-1.4824,-1.5088,-1.5289,-1.5301,-1.4995,-1.4398,-1.3379,-1.1788,-0.98593,-0.7675,-0.5623,-0.38646,-0.25064000000000003,-0.15643,-0.090696,-0.052765,-0.033085,impedance,5.0315,5.0532,5.0786,5.1096,5.1461,5.1889,5.2394,5.296,5.3628,5.4441,5.5227,5.6111,5.7065,5.806,5.909,6.0174,6.1307,6.2524,6.3702,6.4906,6.6206,6.751,6.8858,7.0212,7.157,7.2999,7.4498,7.6057,7.7644,7.9348,8.1094,8.2889,8.4825,8.6917,8.9005,9.1198,9.3717,9.6304,9.9149,10.227,10.544,10.880999999999998,11.23,11.54,11.842,12.045,12.216,12.375,12.442,12.455,12.338,12.218,12.528
