File.......:  500-eis-50%-co-7-120ma - MAY,12.2015

System.....:  
Potential..:  1.150V
Current....:  119.65mA
Temperature:  -1.1+-0.1C
Time.......:  14:02:41 - 14:05:37
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   53
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      2.0000e+05       6.9267e-01        3.5179e-01        1.000           0.0
   2      1.5917e+05       7.0890e-01        2.5158e-01        0.999           1.5
   3      1.2668e+05       7.2668e-01        1.7311e-01        0.999           2.5
   4      1.0082e+05       7.4433e-01        1.0918e-01        1.000           3.4
   5      8.0237e+04       7.6187e-01        5.8132e-02        1.000           4.3
   6      6.3857e+04       7.8118e-01        1.9321e-02        0.999           5.2
   7      5.0821e+04       7.9852e-01       -1.6321e-02        1.000           6.2
   8      4.0447e+04       8.1776e-01       -4.4060e-02        1.000           7.1
   9      3.2190e+04       8.3584e-01       -6.7714e-02        1.000           8.0
  10      2.5619e+04       8.5642e-01       -8.7969e-02        1.000           8.9
  11      2.0389e+04       8.7698e-01       -1.0536e-01        1.000           9.9
  12      1.6227e+04       8.9876e-01       -1.2079e-01        1.000          10.8
  13      1.2914e+04       9.2142e-01       -1.3496e-01        1.000          11.7
  14      1.0278e+04       9.4478e-01       -1.4739e-01        1.000          12.7
  15      8.1797e+03       9.7071e-01       -1.5965e-01        1.000          13.6
  16      6.5099e+03       9.9815e-01       -1.7030e-01        1.000          14.5
  17      5.1809e+03       1.0224e+00       -1.7673e-01        0.999          15.6
  18      4.1233e+03       1.0526e+00       -1.8476e-01        1.000          16.6
  19      3.2816e+03       1.0841e+00       -1.9257e-01        1.000          17.5
  20      2.6117e+03       1.1164e+00       -1.9846e-01        1.000          18.4
  21      2.0785e+03       1.1485e+00       -2.0098e-01        1.000          19.4
  22      1.6542e+03       1.1828e+00       -2.0363e-01        0.999          20.3
  23      1.3165e+03       1.2168e+00       -2.0344e-01        0.999          21.2
  24      1.0478e+03       1.2510e+00       -2.0274e-01        1.000          22.2
  25      8.3387e+02       1.2816e+00       -1.9818e-01        1.000          23.1
  26      6.6364e+02       1.3129e+00       -1.9397e-01        0.999          24.0
  27      5.2816e+02       1.3229e+00       -1.8031e-01        1.000          24.9
  28      4.2034e+02       1.3338e+00       -1.7259e-01        0.999          26.6
  29      3.3453e+02       1.3748e+00       -1.6801e-01        0.999          28.5
  30      2.6624e+02       1.3940e+00       -1.6153e-01        0.999          30.0
  31      2.1189e+02       1.4200e+00       -1.6200e-01        0.999          31.4
  32      1.6864e+02       1.4385e+00       -1.5782e-01        0.999          32.9
  33      1.3421e+02       1.4712e+00       -1.5730e-01        0.999          34.3
  34      1.0681e+02       1.4925e+00       -1.5522e-01        0.999          35.8
  35      8.5008e+01       1.5291e+00       -1.5745e-01        0.999          37.3
  36      6.7654e+01       1.5394e+00       -1.5589e-01        0.999          38.8
  37      5.3524e+01       1.5631e+00       -1.5742e-01        1.000          40.4
  38      4.1896e+01       1.5937e+00       -1.5969e-01        0.999          41.9
  39      3.2409e+01       1.6246e+00       -1.6175e-01        0.999          43.6
  40      2.4746e+01       1.6601e+00       -1.6209e-01        0.999          45.3
  41      1.8624e+01       1.6760e+00       -1.6303e-01        0.999          47.1
  42      1.3792e+01       1.7039e+00       -1.6033e-01        0.999          49.0
  43      1.0031e+01       1.7191e+00       -1.4972e-01        1.000          51.1
  44      7.1499e+00       1.6848e+00       -1.3133e-01        0.991          53.4
  45      4.9825e+00       1.7176e+00       -1.5000e-01        0.997          56.1
  46      3.3858e+00       1.8276e+00       -1.3460e-01        0.999          59.3
  47      2.2374e+00       1.8976e+00       -1.5265e-01        0.998          63.2
  48      1.4343e+00       1.8879e+00       -1.4078e-01        0.997          69.4
  49      8.9031e-01       1.9661e+00       -1.4663e-01        0.999          76.7
  50      5.3506e-01       2.0048e+00       -1.3474e-01        0.995          87.1
  51      3.1211e-01       2.0776e+00       -1.3943e-01        0.998         102.6
  52      1.7783e-01       2.0904e+00       -1.0276e-01        0.997         127.5
  53      1.0000e-01       2.0823e+00       -4.5048e-02        0.981         163.9

