,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
R/Ohm,0.18382,0.11688,0.064756,0.018799,-0.019893,-0.054947,-0.091741,-0.11965999999999999,-0.14617,-0.17194,-0.19876,-0.2242,-0.24736999999999998,-0.27176,-0.29581999999999997,-0.31943,-0.34095,-0.3607,-0.37869,-0.39442,-0.4074,-0.41928999999999994,-0.42446000000000006,-0.42838999999999994,-0.42846999999999996,-0.42486999999999997,-0.41545,-0.40142,-0.38566,-0.36303,-0.34009,-0.31366,-0.2864,-0.25998000000000004,-0.23060999999999998,-0.20401,-0.1717,-0.14665999999999998,-0.12453,-0.1033,-0.081695,-0.06350599999999999,-0.051328,-0.038593,-0.028587,-0.020144,-0.013341999999999998,-0.0057881,-0.0053531,-0.0010983
R/Ohm,0.35551,0.26197,0.18596,0.12546,0.069803,0.026668,-0.015387,-0.049661000000000004,-0.08194,-0.10925,-0.13518,-0.16314,-0.18738,-0.21072,-0.23365,-0.25661,-0.27698,-0.2957,-0.31185999999999997,-0.32482,-0.33553,-0.34144,-0.34315,-0.3414,-0.33447,-0.32581,-0.30894,-0.29343,-0.26911999999999997,-0.25064000000000003,-0.23281,-0.20636999999999997,-0.18943,-0.16929,-0.15406,-0.13144,-0.11495,-0.095709,-0.08291799999999999,-0.06791900000000001,-0.052771000000000005,-0.042115,-0.031174,-0.024344,-0.018728,-0.013290999999999999,-0.010034999999999999,-0.0064301,-0.0026528000000000003,0.00070033
R/Ohm,0.21165,0.13468,0.072906,0.019781,-0.025796,-0.064855,-0.1089,-0.14155,-0.17255,-0.20158,-0.23084000000000002,-0.26082,-0.28473000000000004,-0.31325,-0.33976999999999996,-0.36785,-0.39293,-0.41405,-0.43451999999999996,-0.45348999999999995,-0.46858,-0.48336,-0.49261000000000005,-0.49921000000000004,-0.5038600000000001,-0.5041,-0.50059,-0.494,-0.48225,-0.468,-0.44836000000000004,-0.42183999999999994,-0.39791,-0.36838000000000004,-0.33313000000000004,-0.29546999999999995,-0.2582,-0.22107,-0.18825,-0.15257,-0.12013,-0.09503099999999999,-0.069851,-0.053337999999999997,-0.037805,-0.02694,-0.017934000000000002,-0.013603,-0.0095041,0.0064414
R/Ohm,0.23476999999999998,0.1538,0.088978,0.033297,-0.011115,-0.050263,-0.089935,-0.12218,-0.15392,-0.18304,-0.2117,-0.23984,-0.26608000000000004,-0.2927,-0.31881,-0.34381,-0.36651999999999996,-0.38806999999999997,-0.40723000000000004,-0.42436999999999997,-0.43846,-0.45142,-0.45891000000000004,-0.46391000000000004,-0.46545,-0.46257,-0.45653,-0.44411000000000006,-0.43067,-0.41323999999999994,-0.39111,-0.36591999999999997,-0.3385,-0.3098,-0.27676999999999996,-0.24583000000000002,-0.21236,-0.18024,-0.15444000000000002,-0.12725,-0.10075,-0.078922,-0.06260700000000001,-0.045555,-0.033155000000000004,-0.022783,-0.017571,-0.0062137,-0.0039648,-0.00054879
R/Ohm,0.32277,0.2335,0.16034,0.09594,0.042355000000000004,-0.0030577,-0.043185,-0.079694,-0.11039000000000002,-0.13984000000000002,-0.169,-0.19635,-0.22361999999999999,-0.24773,-0.2743,-0.29856,-0.32,-0.34057,-0.35877,-0.37631,-0.38806,-0.39864,-0.40631,-0.40597,-0.40428000000000003,-0.39823000000000003,-0.38497,-0.36291999999999996,-0.34617,-0.3287,-0.30956999999999996,-0.2731,-0.25469,-0.22641999999999998,-0.20023,-0.17481,-0.15175,-0.12843,-0.10905999999999999,-0.088854,-0.071221,-0.05455599999999999,-0.044601,-0.033428,-0.024707,-0.017771000000000002,-0.013288,-0.0082584,-0.0019076,
R/Ohm,0.31048000000000003,0.22093000000000002,0.15447,0.093044,0.046475999999999996,0.006155699999999999,-0.034082999999999995,-0.065724,-0.095198,-0.12362000000000001,-0.14837999999999998,-0.17603,-0.19934000000000002,-0.22345,-0.24589,-0.26945,-0.29009,-0.30741,-0.3241,-0.337,-0.34702,-0.3531,-0.35581,-0.3526,-0.34464,-0.33353,-0.3175,-0.30015,-0.27915,-0.25811999999999996,-0.23823000000000003,-0.21391,-0.19598,-0.17634,-0.15444000000000002,-0.13698,-0.11792000000000001,-0.099571,-0.087677,-0.071471,-0.053638,-0.04333,-0.034124,-0.025156,-0.018761,-0.012222,-0.011593000000000001,-0.006935800000000001,-0.0016901,-0.0014933
R/Ohm,0.3059,0.22102,0.15129,0.092771,0.0462,0.004372999999999999,-0.035418,-0.067905,-0.096874,-0.12177,-0.14833,-0.17284000000000002,-0.19841,-0.22225999999999999,-0.24477,-0.26789,-0.2888,-0.30629,-0.32268,-0.33531,-0.34383,-0.35078000000000004,-0.35159,-0.34785,-0.33949,-0.32800999999999997,-0.3112,-0.29327,-0.27147,-0.25198000000000004,-0.22953,-0.20872,-0.18933,-0.17153,-0.15138,-0.1317,-0.11481,-0.096713,-0.084826,-0.06775700000000001,-0.05349299999999999,-0.041543000000000004,-0.032421,-0.025252,-0.018328,-0.013375,-0.010179,-0.0071646,-0.00049089,-0.0015402
R/Ohm,0.3665,0.27116,0.17857,0.11441,0.06282,0.019962999999999998,-0.025797000000000004,-0.060001,-0.09253600000000001,-0.12376,-0.15292,-0.18395,-0.21061999999999997,-0.24006999999999998,-0.26621,-0.29381999999999997,-0.31859,-0.34106,-0.36358,-0.38206,-0.39886,-0.41445,-0.42623,-0.43422,-0.43825,-0.44063,-0.43615,-0.42838000000000004,-0.41242,-0.39284,-0.366,-0.3377,-0.30624,-0.27091,-0.23501999999999998,-0.19722,-0.16435,-0.13295,-0.10769000000000001,-0.083401,-0.060913,-0.043686,-0.032933,-0.023312,-0.018524000000000002,-0.012516,,,,
R/Ohm,0.40515999999999996,0.29766,0.2095,0.1353,0.07461799999999999,0.024089,-0.026003,-0.064297,-0.098629,-0.13008,-0.16134,-0.18992,-0.21583000000000002,-0.24176,-0.26802,-0.29317,-0.31653000000000003,-0.33562,-0.35353,-0.36784,-0.37931,-0.38924000000000003,-0.3907,-0.39087,-0.38463,-0.37472,-0.36046,-0.341,-0.32168,-0.29994,-0.27604,-0.2526,-0.22998000000000002,-0.20536,-0.18197,-0.15945,-0.13835,-0.11884000000000002,-0.10288,-0.082631,-0.066603,-0.052846000000000004,-0.040224,-0.031212,-0.023452,-0.017068,-0.013022999999999998,-0.00689,-0.00078781,-0.00056282
R/Ohm,0.20096,0.128,0.067409,0.013712,-0.029632,-0.06633700000000001,-0.10794000000000001,-0.14187,-0.17188,-0.20193,-0.23096999999999998,-0.25979,-0.28506,-0.31306999999999996,-0.3392,-0.36643000000000003,-0.39082,-0.4124,-0.43341,-0.45141000000000003,-0.4684,-0.48145,-0.49183999999999994,-0.49916000000000005,-0.50293,-0.50198,-0.49856999999999996,-0.49066000000000004,-0.47956000000000004,-0.4637,-0.44533,-0.41855,-0.39294,-0.36521,-0.32735,-0.29149,-0.25411,-0.21700999999999998,-0.18244000000000002,-0.1498,-0.11912,-0.09121699999999999,-0.07051,-0.053122,-0.039099,-0.025782999999999997,-0.017526,-0.014573,-0.0090565,0.0003036
R/Ohm,0.25397,0.16978,0.10192000000000001,0.044566,-0.0027175,-0.046151,-0.089361,-0.12412999999999999,-0.1561,-0.18466,-0.21352,-0.24265,-0.26774000000000003,-0.29524,-0.32188,-0.34870999999999996,-0.37215,-0.39411,-0.41385,-0.43208,-0.4466,-0.46038,-0.46943,-0.47529,-0.47923999999999994,-0.47907,-0.475,-0.46923000000000004,-0.45679,-0.44048999999999994,-0.42206000000000005,-0.3977,-0.37105,-0.34217,-0.3061,-0.27102,-0.23586999999999997,-0.20045,-0.16918,-0.13767000000000001,-0.11005,-0.085268,-0.066962,-0.050004,-0.035273,-0.025269,-0.019434,-0.014234,-0.009553200000000001,-0.0030146
R/Ohm,0.3026,0.19648,0.1211,0.057649,0.0049004,-0.044191,-0.083275,-0.11947999999999999,-0.15256,-0.18569000000000002,-0.21323000000000003,-0.24036,-0.26341,-0.28344,-0.29898,-0.30956999999999996,-0.31585,-0.31756,-0.31209000000000003,-0.30239,-0.28622,-0.2652,-0.24048000000000003,-0.21741,-0.19205999999999998,-0.16698,-0.14473,-0.12365,-0.099063,-0.080566,-0.064742,-0.051321000000000006,-0.038406,-0.029700999999999998,-0.021327000000000002,-0.016674,-0.011801,-0.008140300000000001,,,,,,,,,,,,
R/Ohm,0.22624,0.14357,0.079718,0.0229,-0.024950999999999997,-0.065499,-0.10626,-0.1403,-0.17436,-0.20382999999999998,-0.23384000000000002,-0.26600999999999997,-0.29357,-0.32119000000000003,-0.34897,-0.37667,-0.4005,-0.42361000000000004,-0.44515,-0.46412,-0.48015,-0.49548000000000003,-0.5062,-0.51289,-0.51825,-0.52093,-0.51781,-0.51065,-0.50021,-0.48608,-0.46648999999999996,-0.44555,-0.41928999999999994,-0.38599,-0.351,-0.31206,-0.27057,-0.23091,-0.19621,-0.15877,-0.12524000000000002,-0.096572,-0.073864,-0.0566,-0.040006,-0.029813,-0.019922,-0.013694999999999999,-0.0039109999999999995,-0.0051424999999999995
R/Ohm,0.30072,0.21813000000000002,0.14953,0.092503,0.043522000000000005,0.0018234000000000002,-0.039166,-0.07166900000000001,-0.10527,-0.13552999999999998,-0.16526,-0.19468,-0.22144,-0.24928000000000003,-0.27541,-0.30308,-0.32695,-0.34897,-0.36904000000000003,-0.38654,-0.40248,-0.41648999999999997,-0.42693000000000003,-0.43323,-0.43635,-0.43513,-0.43094,-0.42235,-0.40365999999999996,-0.38301,-0.36159,-0.32911,-0.2987,-0.26494,-0.23421,-0.20027,-0.16492,-0.13779,-0.10985,-0.086263,-0.067453,-0.049862000000000004,-0.035469,-0.024261,-0.016281,-0.013288999999999999,-0.008719,0.0078815,,
R/Ohm,0.33077,0.237,0.15689,0.094124,0.039896,-0.0041769,-0.05268,-0.08569,-0.11581,-0.14879,-0.17718,-0.20623000000000002,-0.23196999999999998,-0.25843,-0.28267,-0.30675,-0.32969,-0.35051,-0.36843000000000004,-0.38434,-0.39765,-0.40665,-0.40995,-0.41136000000000006,-0.40898,-0.40048,-0.38805,-0.3738,-0.35247,-0.33121,-0.30725,-0.2801,-0.25789,-0.23123000000000002,-0.20542,-0.1809,-0.15662,-0.13301,-0.11456,-0.093562,-0.074512,-0.058898,-0.044247,-0.03533,-0.024981,-0.019011,-0.013922,-0.0086398,-0.0021929000000000002,0.004147
R/Ohm,0.21544000000000002,0.14148,0.081177,0.029463999999999997,-0.013366999999999999,-0.053147,-0.09184500000000001,-0.1214,-0.15267999999999998,-0.17997,-0.20861999999999997,-0.23581,-0.26043,-0.28735,-0.31298000000000004,-0.33741,-0.36014,-0.38132,-0.40089,-0.41673000000000004,-0.42973,-0.44193999999999994,-0.44974,-0.45236000000000004,-0.45321000000000006,-0.4501,-0.43977,-0.42777,-0.41021,-0.38869000000000004,-0.36363,-0.33952,-0.31206999999999996,-0.28253,-0.25085,-0.22325,-0.19328,-0.16358,-0.13989000000000001,-0.11364,-0.09009400000000001,-0.06964,-0.053561000000000004,-0.041535,-0.030269,-0.018475,-0.01556,-0.009004,,
R/Ohm,0.22488000000000002,0.14645,0.08317999999999999,0.026246,-0.026025,-0.062694,-0.11029000000000001,-0.14287,-0.17614000000000002,-0.20598000000000002,-0.23599,-0.26602,-0.29277,-0.32087,-0.34893,-0.3754,-0.40045,-0.42286999999999997,-0.44338,-0.46258999999999995,-0.47947,-0.49438000000000004,-0.50532,-0.5122899999999999,-0.5190600000000001,-0.52072,-0.51944,-0.51365,-0.50468,-0.49077,-0.47213,-0.45068,-0.42416000000000004,-0.39357,-0.35772,-0.32166999999999996,-0.28137,-0.2391,-0.20419,-0.16437000000000002,-0.1306,-0.10063,-0.079669,-0.059212,-0.040674,-0.029855,-0.021026,-0.0092756,-0.0095095,-0.0043625
R/Ohm,0.40592,0.30457,0.21957,0.14924,0.09099199999999999,0.040566000000000005,-0.0064551,-0.044431,-0.07801,-0.10889000000000001,-0.13777,-0.16535,-0.18857000000000002,-0.21204,-0.23255,-0.25087,-0.26696,-0.28015999999999996,-0.29053,-0.2987,-0.30245,-0.30491999999999997,-0.30283000000000004,-0.29693,-0.28899,-0.27648,-0.26069000000000003,-0.24306999999999998,-0.22405999999999998,-0.20381,-0.18245,-0.16414,-0.14577,-0.12853,-0.10987000000000001,-0.09377100000000001,-0.079498,-0.064558,-0.053585,-0.041721,-0.034235,-0.026668999999999998,-0.019905000000000003,-0.013271000000000002,-0.011385,-0.0069102,-0.0046793,-0.0007772,-0.0031819,0.0023194
R/Ohm,0.22476,0.14556,0.079236,0.023116,-0.021859,-0.06225599999999999,-0.10622000000000001,-0.14027,-0.17218,-0.20131,-0.23137,-0.26087,-0.28619,-0.31465,-0.34202,-0.36953,-0.39426,-0.41728000000000004,-0.43711000000000005,-0.45507,-0.47146000000000005,-0.48593000000000003,-0.49635,-0.50261,-0.50807,-0.50802,-0.50508,-0.49912,-0.48841999999999997,-0.47331000000000006,-0.45397,-0.43003,-0.40257,-0.37274,-0.33584,-0.29868,-0.2606,-0.22305,-0.18778,-0.1525,-0.12259,-0.095041,-0.074073,-0.055859000000000006,-0.038744,-0.025623000000000003,-0.019295,-0.0080194,-0.0060869999999999995,0.0017901
R/Ohm,0.2033,0.13196,0.06586900000000001,0.0097076,-0.038224,-0.075886,-0.11664000000000001,-0.1484,-0.18134,-0.2136,-0.24253000000000002,-0.27255,-0.30141999999999997,-0.32933,-0.35958,-0.38658000000000003,-0.41291000000000005,-0.4362,-0.46096000000000004,-0.47889,-0.49548000000000003,-0.51226,-0.52485,-0.5355300000000001,-0.54327,-0.54665,-0.5474399999999999,-0.54297,-0.5382399999999999,-0.5247,-0.50626,-0.48683000000000004,-0.46297,-0.43263999999999997,-0.38926,-0.34951,-0.30825,-0.26429,-0.22263000000000002,-0.183,-0.14354,-0.11055999999999999,-0.08419299999999999,-0.062336,-0.041907,-0.027981,-0.01933,-0.01465,-0.009344799999999999,-0.0089697
R/Ohm,0.30106,0.2023,0.12197000000000001,0.05899600000000001,0.006299,-0.043883,-0.082385,-0.11815999999999999,-0.15252000000000002,-0.18477000000000002,-0.21206999999999998,-0.23851,-0.26134,-0.28060999999999997,-0.29524,-0.30561,-0.31062,-0.31106,-0.30457,-0.2935,-0.27829,-0.25756,-0.237,-0.21516,-0.18552000000000002,-0.16294,-0.14194,-0.12214000000000001,-0.09916699999999999,-0.081747,-0.065037,-0.053045,-0.038965,-0.028925,-0.022793,-0.015446000000000001,-0.012239,-0.0073969,-0.005640600000000001,-0.0046718,-0.0027256,0.00040664,,,,,,,,
