,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
R/Ohm,0.36148,0.25898000000000004,0.18007,0.11405,0.050467000000000005,0.0045093,-0.037596,-0.073655,-0.10801,-0.1389,-0.17006,-0.19942000000000001,-0.22603,-0.25237,-0.27769,-0.30218,-0.32471,-0.34469,-0.36346,-0.37823,-0.39069,-0.39983,-0.40378000000000003,-0.4052,-0.40008,-0.39169,-0.38049,-0.36056,-0.34157,-0.32001,-0.29517,-0.27154,-0.24741999999999997,-0.22038000000000002,-0.19580999999999998,-0.17192000000000002,-0.14859,-0.12691,-0.10868,-0.087142,-0.070531,-0.054023,-0.043408999999999996,-0.033214,-0.023788,-0.016465,-0.014224,-0.0061496,-0.004000500000000001,0.00084006
R/Ohm,0.24473000000000003,0.16896,0.10778,0.05316799999999999,0.0088348,-0.029666,-0.06794,-0.098213,-0.12705999999999998,-0.15422,-0.18141,-0.20719,-0.23139,-0.25629,-0.27971,-0.30322,-0.32519000000000003,-0.34405,-0.36135,-0.37674,-0.38816999999999996,-0.39737,-0.40131,-0.4005,-0.3982,-0.38911,-0.37664000000000003,-0.35986,-0.33943,-0.318,-0.29441,-0.26984,-0.24478000000000003,-0.2216,-0.19524,-0.17025,-0.14895,-0.1272,-0.10858,-0.087011,-0.070372,-0.055661,-0.044245,-0.034961,-0.026251999999999998,-0.018795,-0.013272999999999998,-0.0048011,-0.0032335000000000003,-0.00025041
R/Ohm,0.32137,0.23744,0.14969000000000002,0.082981,0.031262,-0.0098613,-0.052879999999999996,-0.087565,-0.11947999999999999,-0.15007,-0.17805,-0.20759,-0.23315999999999998,-0.25885,-0.28375,-0.30803,-0.33042,-0.35157,-0.36932,-0.38477,-0.39748,-0.40808,-0.41313999999999995,-0.41451000000000005,-0.41301000000000004,-0.40546,-0.39461,-0.37887,-0.36041,-0.33768000000000004,-0.31356999999999996,-0.29020999999999997,-0.26393,-0.2342,-0.20995,-0.18198,-0.15824000000000002,-0.13423,-0.11463,-0.092326,-0.075473,-0.059007000000000004,-0.045666000000000005,-0.035469,-0.024880000000000003,-0.019209,-0.014773,-0.008778200000000002,-0.004144600000000001,-0.0053973
R/Ohm,0.24093,0.16019,0.09118899999999999,0.030545999999999997,-0.01573,-0.05960599999999999,-0.10457999999999999,-0.13906,-0.17103,-0.20276,-0.23242,-0.26532,-0.29247,-0.32038,-0.34899,-0.37605,-0.4014,-0.42465,-0.44538999999999995,-0.46485,-0.48103,-0.49699,-0.50841,-0.51605,-0.52145,-0.52355,-0.52107,-0.5163300000000001,-0.5063300000000001,-0.49323,-0.47261000000000003,-0.45032,-0.42456000000000005,-0.3941,-0.35665,-0.31888,-0.2753,-0.2343,-0.19947,-0.15989,-0.12662,-0.098538,-0.076141,-0.057629,-0.040978,-0.027786,-0.021419999999999998,-0.01078,-0.0047625,0.0006054
R/Ohm,0.48185,0.26848,0.12158,0.015642,-0.064665,-0.1294,-0.18619000000000002,-0.23690999999999998,-0.2852,-0.32353000000000004,-0.35443,-0.37311,-0.37514000000000003,-0.36025,-0.33025,-0.29023000000000004,-0.24591,-0.20185999999999998,-0.15771,-0.12278,-0.094868,-0.067827,-0.046586,-0.033926,-0.023655000000000002,-0.016489,,,,,,,,,,,,,,,,,,,,,,,,
R/Ohm,0.39588,0.29534,0.21370999999999998,0.14179,0.08870399999999999,0.038494,-0.0084044,-0.044801,-0.078448,-0.1095,-0.138,-0.16558,-0.18827,-0.21172,-0.23243000000000003,-0.25081,-0.26732,-0.28068000000000004,-0.29073000000000004,-0.29963,-0.30482,-0.30623,-0.30465,-0.29938000000000003,-0.29244000000000003,-0.28057,-0.26471999999999996,-0.24536,-0.22675,-0.20731,-0.18678,-0.16733,-0.14987,-0.1297,-0.11127999999999999,-0.094833,-0.079054,-0.064638,-0.053327,-0.042252,-0.032755,-0.025633999999999997,-0.020019,-0.015333000000000001,-0.011163,,,,,
R/Ohm,0.35322,0.26261999999999996,0.18747,0.12574000000000002,0.074405,0.030292000000000003,-0.012288,-0.04504,-0.075431,-0.10339000000000001,-0.12968,-0.15563,-0.17884,-0.20199,-0.22430999999999998,-0.24720999999999999,-0.26616,-0.28349,-0.29883000000000004,-0.31124,-0.31958000000000003,-0.32693,-0.32802,-0.32486,-0.31667,-0.30646,-0.29106,-0.27299,-0.2524,-0.2337,-0.21389,-0.19444,-0.17457,-0.14757,-0.13389,-0.11864000000000001,-0.10305999999999998,-0.08694199999999999,-0.076055,-0.060835,-0.048053,-0.037110000000000004,-0.028847,-0.023027000000000002,-0.016958,-0.01196,-0.0096488,-0.0059775,-0.004478,0.0010442000000000001
R/Ohm,0.3732,0.27211,0.18788,0.11577,0.058163,0.0070607,-0.03784,-0.076678,-0.111,-0.14336,-0.17398,-0.20313,-0.23060999999999998,-0.25711,-0.28304,-0.30778,-0.33016,-0.35020999999999997,-0.36941999999999997,-0.38474,-0.39728,-0.40659,-0.41244,-0.41418,-0.41256000000000004,-0.40595,-0.39513000000000004,-0.37963,-0.36085,-0.34026999999999996,-0.31940999999999997,-0.29191999999999996,-0.2662,-0.24005,-0.21253000000000002,-0.18539,-0.15853,-0.13552999999999998,-0.117,-0.09426,-0.074648,-0.057809000000000006,-0.044425,-0.036612,-0.025613999999999998,-0.019576,-0.012699,-0.0077461,-0.005093600000000001,-0.00068216
R/Ohm,0.27576999999999996,0.18228,0.11185,0.05222,0.004730699999999999,-0.040435000000000006,-0.075964,-0.1083,-0.13881,-0.17031,-0.1964,-0.22455,-0.25251,-0.27566,-0.29667,-0.31396999999999997,-0.32568,-0.33438,-0.33553,-0.32706999999999997,-0.31678,-0.29813,-0.27704,-0.25214000000000003,-0.22551999999999997,-0.19954000000000002,-0.17767,-0.15261,-0.13013,-0.1114,-0.091076,-0.075166,-0.057628,-0.042312999999999996,-0.033862,-0.024191,-0.017806,-0.011557,-0.0095212,-0.0063504,-0.0043736,0.0018689,,,,,,,,
R/Ohm,0.24843,0.16668,0.10311,0.048047,-0.0023311,-0.043289,-0.083819,-0.11681,-0.14706,-0.17747000000000002,-0.20613,-0.23356,-0.26037,-0.28713,-0.31304,-0.33862,-0.36186999999999997,-0.38245999999999997,-0.40208,-0.41858999999999996,-0.43305,-0.44456999999999997,-0.45185,-0.45514,-0.45681000000000005,-0.45223,-0.44466000000000006,-0.43315,-0.41553,-0.39382,-0.3708,-0.3435,-0.31765,-0.28618000000000005,-0.25564000000000003,-0.22471,-0.19542,-0.16489,-0.14085,-0.11391,-0.091286,-0.071344,-0.055536,-0.042395999999999996,-0.030933,-0.021232,-0.014518999999999999,-0.011675,-0.0029046,-0.005667899999999999
R/Ohm,0.405,0.30295,0.21841999999999998,0.14944000000000002,0.090016,0.040818,-0.005800199999999999,-0.042256,-0.077463,-0.10818,-0.13781,-0.1644,-0.18863,-0.21225,-0.2327,-0.25177,-0.26765,-0.28160999999999997,-0.29203,-0.30051,-0.30511,-0.30934,-0.30635999999999997,-0.30256,-0.29498,-0.28365,-0.26965,-0.25092,-0.23246999999999998,-0.21184,-0.19038,-0.17160999999999998,-0.15347,-0.13122999999999999,-0.11463,-0.097911,-0.082165,-0.067839,-0.056125,-0.04445,-0.034484,-0.026258999999999998,-0.019965,-0.01455,-0.009568,-0.007116,-0.0056717,-0.004219,,
R/Ohm,0.27766,0.19854000000000002,0.12458,0.06475,0.012242,-0.029638,-0.073309,-0.10725,-0.13739,-0.1688,-0.1982,-0.22723000000000002,-0.25461,-0.28153,-0.30582,-0.33171,-0.35454,-0.3749,-0.39482,-0.41061000000000003,-0.42378999999999994,-0.43498000000000003,-0.44135,-0.444,-0.44383999999999996,-0.43814,-0.42915,-0.41623999999999994,-0.39724,-0.3774,-0.35417,-0.32585,-0.29925,-0.26993,-0.23976,-0.21026999999999998,-0.18265,-0.15452,-0.13232,-0.10840999999999999,-0.085382,-0.06640700000000001,-0.052883000000000006,-0.040576999999999995,-0.030486000000000003,-0.021064,-0.016835,-0.009606299999999998,-0.0027098,-0.0016005
R/Ohm,0.26488,0.18247,0.11458,0.056505999999999994,0.008090100000000001,-0.034199,-0.077308,-0.11057,-0.14044,-0.17031,-0.19952,-0.22721,-0.2519,-0.27788,-0.3037,-0.32852,-0.35076999999999997,-0.37094,-0.38946,-0.40524,-0.41818,-0.42956000000000005,-0.43627,-0.43786,-0.4385,-0.43201000000000006,-0.42205,-0.40973000000000004,-0.39116,-0.36841999999999997,-0.34465,-0.31903000000000004,-0.29288000000000003,-0.26353000000000004,-0.23410999999999998,-0.2071,-0.17987999999999998,-0.15203,-0.13018,-0.10772000000000001,-0.087037,-0.06665499999999999,-0.053377,-0.04043,-0.028852,-0.020291,-0.016113,-0.0086167,-0.0039111,0.0045687
R/Ohm,0.1898,0.11554,0.056155,0.0013265999999999998,-0.042898,-0.080377,-0.1224,-0.15567,-0.18666,-0.21746999999999997,-0.24704,-0.27474,-0.30101999999999995,-0.32982,-0.35762,-0.38419000000000003,-0.40988,-0.43268,-0.45421999999999996,-0.47407,-0.49013,-0.50576,-0.51769,-0.5263399999999999,-0.53369,-0.53551,-0.5345300000000001,-0.52918,-0.52079,-0.50784,-0.48856000000000005,-0.46829,-0.44311000000000006,-0.40688,-0.36946999999999997,-0.32965,-0.28691,-0.24391,-0.20699,-0.16667,-0.13476,-0.10242000000000001,-0.07775900000000001,-0.058487,-0.043845999999999996,-0.030823000000000003,-0.021205,-0.01132,-0.0052347,-0.008528200000000001
R/Ohm,0.44868,0.24655,0.10565,0.0025298,-0.07460900000000001,-0.13595,-0.18997,-0.2436,-0.28944000000000003,-0.33134,-0.36209,-0.38351,-0.39025,-0.38143,-0.35591,-0.31625,-0.27051,-0.22255999999999998,-0.17522000000000001,-0.13455,-0.10163,-0.072324,-0.050255,-0.037094999999999996,-0.024789,-0.017633000000000003,-0.012505,,,,,,,,,,,,,,,,,,,,,,,
R/Ohm,0.37915,0.28103,0.20199,0.13393,0.077713,0.030004000000000003,-0.014609,-0.052052,-0.085412,-0.11639000000000001,-0.14545,-0.17323,-0.19738,-0.22136,-0.24236,-0.26172,-0.27788,-0.29154,-0.30256,-0.31033,-0.31489,-0.31571,-0.31388,-0.30701999999999996,-0.29689,-0.28428000000000003,-0.26742,-0.24808000000000002,-0.22835999999999998,-0.20786999999999997,-0.18792999999999999,-0.16552999999999998,-0.14778,-0.12930999999999998,-0.11112999999999999,-0.094674,-0.07846,-0.064321,-0.0553,-0.04394,-0.03338,-0.025013999999999998,-0.021384,-0.015025,-0.010456,-0.0082762,,,,
R/Ohm,-0.0055236,-0.031657,-0.058505999999999996,-0.081319,-0.10025,-0.12605,-0.15075,-0.16956,-0.19211,-0.21473000000000003,-0.23571,-0.25756999999999997,-0.28199,-0.30394,-0.32775,-0.35065999999999997,-0.37125,-0.39149,-0.40986999999999996,-0.42528,-0.43846,-0.44978,-0.45687,-0.45976999999999996,-0.46043,-0.45656,-0.44891000000000003,-0.43783999999999995,-0.42157,-0.40159,-0.37951999999999997,-0.35267,-0.32432,-0.29664,-0.26505,-0.23308,-0.20035999999999998,-0.17017000000000002,-0.14507,-0.11877,-0.09875,-0.077432,-0.059329,-0.044438,-0.03413,-0.028569,-0.01854,-0.012629000000000001,-0.011203,-0.0035649
R/Ohm,0.36548,0.26421,0.18175,0.1157,0.057925,0.010817,-0.036347000000000004,-0.07302,-0.1051,-0.13618,-0.16574,-0.19382,-0.22005,-0.24561999999999998,-0.27066999999999997,-0.29578000000000004,-0.3174,-0.33737,-0.35448,-0.36983,-0.38031,-0.38995,-0.39445,-0.39343,-0.38979,-0.37947,-0.36653,-0.34959,-0.32869,-0.30675,-0.28395,-0.26015,-0.23653000000000002,-0.21794000000000002,-0.18978,-0.16652999999999998,-0.14375,-0.12129000000000001,-0.10642,-0.086167,-0.070413,-0.054896,-0.042625,-0.032847,-0.025268000000000002,-0.017894,-0.0124,-0.009198,-0.0030249,6.0821000000000006e-05
R/Ohm,0.34509,0.25911999999999996,0.1846,0.12415,0.071631,0.032967,-0.009593,-0.042399,-0.071255,-0.098826,-0.12359,-0.14785,-0.16951,-0.19104000000000002,-0.21181999999999998,-0.23334000000000002,-0.25056,-0.26742,-0.28217,-0.29347,-0.30191,-0.31024,-0.31066,-0.3088,-0.30159,-0.28981,-0.27671,-0.26216999999999996,-0.24067,-0.22066999999999998,-0.20348,-0.18104,-0.1649,-0.14128,-0.13159,-0.11342999999999999,-0.09712799999999999,-0.08255599999999999,-0.07102,-0.056615,-0.043963999999999996,-0.034612000000000004,-0.025428,-0.020288999999999998,-0.014828999999999998,-0.010362,-0.0071,-0.0065328,0.00053785,
R/Ohm,0.4998,0.28104,0.13128,0.017991,-0.062241,-0.12774000000000002,-0.18481,-0.23701999999999998,-0.28365999999999997,-0.32206999999999997,-0.35216,-0.36851,-0.36838000000000004,-0.35202,-0.32176,-0.28075,-0.24161,-0.19568,-0.15464,-0.12107000000000001,-0.093388,-0.06661,-0.047786,-0.03489,-0.02329,-0.016442,,,,,,,,,,,,,,,,,,,,,,,,
