,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
R/Ohm,0.33404,0.1968,0.097727,0.0016394000000000003,-0.095419,-0.18087,-0.24369000000000002,-0.30138000000000004,-0.36039,-0.41518999999999995,-0.47115,-0.5192399999999999,-0.56899,-0.62148,-0.67,-0.72609,-0.77946,-0.82699,-0.87502,-0.9264700000000001,-0.97782,-1.0126,-1.0728,-1.1006,-1.1628,-1.1948,-1.2351,-1.2814,-1.3218,-1.3555,-1.3877,-1.4312,-1.465,-1.5009,-1.5327,-1.5668,-1.5882,-1.6029,-1.6171,-1.6115,-1.5858,-1.5386,-1.4521,-1.3214,-1.1447,-0.9348799999999999,-0.70654,-0.49133000000000004,-0.31855,-0.20088,-0.12857000000000002,-0.07787100000000001,-0.046139
R/Ohm,0.3107,0.1821,0.081761,-0.016636,-0.097355,-0.16999,-0.23711,-0.29736,-0.35412,-0.40952,-0.4616,-0.51239,-0.56214,-0.61227,-0.66445,-0.7158100000000001,-0.76783,-0.8199799999999999,-0.87351,-0.9247799999999999,-0.9747399999999999,-1.0235,-1.0707,-1.1164,-1.1621,-1.2053,-1.2472,-1.2879,-1.3294,-1.3716,-1.415,-1.4585,-1.5038,-1.5497,-1.5959,-1.6444,-1.6919,-1.7372,-1.7833,-1.8277,-1.8607,-1.8859,-1.8802,-1.8238,-1.7108,-1.52,-1.2578,-0.95429,-0.6753899999999999,-0.44645,-0.2636,-0.14578,-0.09908600000000001
R/Ohm,0.34624,0.21189000000000002,0.10385,0.0029062,-0.081731,-0.15862,-0.23188000000000003,-0.28203,-0.34704,-0.40171,-0.46462,-0.49892,-0.5574,-0.6151800000000001,-0.6622600000000001,-0.70611,-0.75695,-0.81061,-0.8516600000000001,-0.8996700000000001,-0.944,-0.99903,-1.036,-1.0751,-1.1207,-1.1599,-1.1909,-1.2255,-1.2551,-1.2923,-1.3283,-1.3475,-1.3777,-1.4033,-1.415,-1.4293,-1.4413,-1.4253,-1.4028,-1.3651,-1.2996,-1.2152,-1.0965,-0.94571,-0.78059,-0.6070800000000001,-0.44237,-0.29575999999999997,-0.1857,-0.11357,-0.070437,-0.048151,-0.024809
R/Ohm,0.34948,0.25055,0.11034000000000001,0.007634899999999999,-0.055792999999999995,-0.14425,-0.21469000000000002,-0.27551,-0.33521999999999996,-0.37585999999999997,-0.42754,-0.47481999999999996,-0.52081,-0.56986,-0.62455,-0.65763,-0.69938,-0.74253,-0.78767,-0.8278200000000001,-0.8674299999999999,-0.91317,-0.93853,-0.98534,-0.99769,-1.0267,-1.0659,-1.0858,-1.1163,-1.1333,-1.1509,-1.1657,-1.1793,-1.1815,-1.1723,-1.1643,-1.1272,-1.0878,-1.0396,-0.9636299999999999,-0.86608,-0.76066,-0.63948,-0.50957,-0.38927,-0.28531999999999996,-0.19972,-0.13015,-0.083942,-0.05481900000000001,-0.03595,-0.014288999999999998,-0.017246
R/Ohm,0.42402,0.2491,0.14478,0.036156,-0.042955,-0.13094,-0.20301,-0.26911,-0.32702,-0.37041,-0.42963,-0.47307,-0.516,-0.56831,-0.61416,-0.64759,-0.69886,-0.74841,-0.78642,-0.83162,-0.8718600000000001,-0.91351,-0.9503,-0.99635,-1.0163,-1.0506,-1.0783,-1.1109,-1.1448,-1.1671,-1.1869,-1.2069,-1.2275,-1.2523,-1.2601,-1.2557,-1.2125,-1.2291,-1.1916,-1.1364,-1.0588,-0.9649700000000001,-0.8453799999999999,-0.70741,-0.562,-0.42531,-0.30255,-0.51265,-0.12609,-0.080759,-0.055214,-0.029113,-0.025371
R/Ohm,0.26963000000000004,0.13953,0.053914,-0.038876999999999995,-0.11402000000000001,-0.18534,-0.24945,-0.31764000000000003,-0.37496999999999997,-0.42656000000000005,-0.47688,-0.5323100000000001,-0.56945,-0.62943,-0.68062,-0.73285,-0.77989,-0.8271200000000001,-0.88281,-0.9304399999999999,-0.9799100000000001,-1.0175,-1.0737,-1.1109,-1.1585,-1.202,-1.2419,-1.2819,-1.3235,-1.3582,-1.3972,-1.4341,-1.4721,-1.5085,-1.5427,-1.5795,-1.604,-1.625,-1.641,-1.6448,-1.6292,-1.5933,-1.5183,-1.3968,-1.2248,-1.0148,-0.78288,-0.55486,-0.37041,-0.24286,-0.15137,-0.079303,-0.060248
R/Ohm,0.31609,0.1877,0.08539400000000001,-0.011781999999999999,-0.092441,-0.17217000000000002,-0.22888000000000003,-0.29489,-0.35008,-0.40793,-0.46526000000000006,-0.51467,-0.56101,-0.61292,-0.66092,-0.70631,-0.761,-0.8127800000000001,-0.8589600000000001,-0.9066799999999999,-0.95352,-1.0049,-1.0419,-1.0736,-1.1213,-1.1609,-1.2038,-1.2362,-1.2724,-1.308,-1.3337,-1.3713,-1.3964,-1.4266,-1.4459,-1.4645,-1.4641,-1.475,-1.4597,-1.4283,-1.3684,-1.2889,-1.1727,-1.0214,-0.8465600000000001,-0.66323,-0.48486,-0.32754,-0.20961,-0.12652,-0.081105,-0.051239,-0.023127
R/Ohm,0.31418,0.17864000000000002,0.051304999999999996,-0.045216,-0.11590999999999999,-0.19266,-0.25271,-0.31598000000000004,-0.35469,-0.4311,-0.47633000000000003,-0.53123,-0.5921,-0.62239,-0.6775899999999999,-0.71882,-0.78096,-0.8284799999999999,-0.8754200000000001,-0.92335,-0.97352,-1.0278,-1.0647,-1.0972,-1.1427,-1.1928,-1.226,-1.2628,-1.3032,-1.3354,-1.3764,-1.4011,-1.4395,-1.4676,-1.4946,-1.5184,-1.5192,-1.5364,-1.5284,-1.5026,-1.4501,-1.3752,-1.2586,-1.1047,-0.91709,-0.72043,-0.52681,-0.3538,-0.22726,-0.14205,-0.091644,-0.057229999999999996,-0.036420999999999995
R/Ohm,0.32928,0.19487000000000002,0.079599,-0.025512,-0.11607999999999999,-0.19361,-0.26496,-0.33359,-0.39751,-0.46006,-0.51379,-0.56504,-0.6137,-0.65883,-0.7021,-0.7401,-0.7754,-0.8097,-0.84177,-0.87354,-0.9055700000000001,-0.93684,-0.9699700000000001,-1.0044,-1.0394,-1.0758,-1.1132,-1.1551,-1.1976,-1.2431,-1.2912,-1.3423,-1.3941,-1.4505,-1.5072,-1.567,-1.6253,-1.6899,-1.7498,-1.8053,-1.8493,-1.8789,-1.8649,-1.7775,-1.6092,-1.3661,-1.0586,-0.7553300000000001,-0.51159,-0.34244,-0.19924,-0.11054000000000001,-0.070329
R/Ohm,0.35112,0.2125,0.11080999999999999,0.0015503000000000001,-0.085839,-0.16125,-0.22776999999999997,-0.29606,-0.35126,-0.40913,-0.46763000000000005,-0.52488,-0.56588,-0.61797,-0.66696,-0.71848,-0.76817,-0.8215600000000001,-0.87234,-0.9222100000000001,-0.9710700000000001,-1.0094,-1.0685,-1.1232,-1.1578,-1.194,-1.2454,-1.29,-1.325,-1.3664,-1.406,-1.4468,-1.4891,-1.5283,-1.5648,-1.5995,-1.6366,-1.6457,-1.6793,-1.684,-1.6685,-1.6359,-1.5636,-1.4458,-1.2756,-1.0579,-0.81248,-0.56955,-0.36888000000000004,-0.22466999999999998,-0.13882,-0.09059,-0.041939
R/Ohm,0.33396,0.20965,0.088686,-0.0075098,-0.097588,-0.16915999999999998,-0.23653000000000002,-0.29584,-0.36975,-0.42146000000000006,-0.47503,-0.5280600000000001,-0.5807100000000001,-0.62471,-0.6867800000000001,-0.7359399999999999,-0.78181,-0.83867,-0.8880299999999999,-0.94186,-0.9897600000000001,-1.0334,-1.0881,-1.1371,-1.1758,-1.2182,-1.2592,-1.3007,-1.3406,-1.3803,-1.4198,-1.4588,-1.4979,-1.5358,-1.5726,-1.6073,-1.6328,-1.653,-1.6704,-1.6728,-1.6554,-1.6182,-1.5432,-1.4191,-1.2435,-1.0268,-0.78927,-0.5605899999999999,-0.37608,-0.24704,-0.15975999999999999,-0.07849600000000001,-0.063149
R/Ohm,0.30901,0.18312,0.082054,-0.014018000000000001,-0.094038,-0.16673,-0.23323000000000002,-0.29255,-0.34715999999999997,-0.40326999999999996,-0.45397,-0.50421,-0.55329,-0.60405,-0.65561,-0.70682,-0.75749,-0.80924,-0.85772,-0.9077200000000001,-0.9576100000000001,-0.9964799999999999,-1.0483,-1.0987,-1.1381,-1.1707,-1.212,-1.2588,-1.2987,-1.3341,-1.3706,-1.4122,-1.4453,-1.483,-1.5182,-1.5581,-1.5763,-1.6151,-1.6299,-1.6403,-1.6372,-1.6157,-1.561,-1.4622,-1.31,-1.1072,-0.8673299999999999,-0.62129,-0.40721,-0.2473,-0.14818,-0.099286,-0.041299
R/Ohm,0.36756,0.22926,0.11862,0.013413999999999999,-0.073386,-0.15348,-0.22199000000000002,-0.28536,-0.34549,-0.40415999999999996,-0.4634,-0.5109100000000001,-0.55682,-0.61114,-0.6735800000000001,-0.7218399999999999,-0.77305,-0.8293200000000001,-0.8850899999999999,-0.93679,-0.9873,-1.0294,-1.0854,-1.1356,-1.187,-1.2262,-1.2718,-1.3114,-1.3551,-1.4012,-1.4489,-1.4947,-1.5378,-1.5845,-1.6343,-1.6861,-1.7227,-1.8017,-1.8421,-1.8898,-1.9314,-1.9589,-1.9564,-1.9008,-1.7821,-1.5779,-1.2982,-0.9652200000000001,-0.64778,-0.40519,-0.24544000000000002,-0.15855999999999998,-0.07774500000000001
R/Ohm,0.35696,0.22715,0.11540999999999998,0.018037,-0.07732699999999999,-0.14573,-0.20240999999999998,-0.26700999999999997,-0.31775,-0.36896999999999996,-0.42816000000000004,-0.47856000000000004,-0.50703,-0.5572600000000001,-0.60827,-0.65008,-0.69142,-0.7318,-0.77842,-0.81592,-0.85841,-0.8864700000000001,-0.9291200000000001,-0.9783200000000001,-1.0053,-1.0196,-1.0532,-1.0862,-1.0969,-1.1289,-1.1404,-1.1667,-1.1739,-1.1747,-1.172,-1.1602,-1.1107,-1.086,-1.0443,-0.97611,-0.8836200000000001,-0.78191,-0.66467,-0.5398,-0.41695,-0.31009000000000003,-0.21774000000000002,-0.14174,-0.088921,-0.056045000000000005,-0.03645,-0.023190000000000002,-0.015303
R/Ohm,0.30401999999999996,0.18222,0.082821,-0.0069654,-0.08423,-0.15373,-0.21861,-0.29672,-0.32756,-0.3876,-0.43882,-0.47736999999999996,-0.50831,-0.57028,-0.60572,-0.6563399999999999,-0.6976100000000001,-0.72923,-0.78033,-0.81367,-0.85459,-0.8814200000000001,-0.9229200000000001,-0.95624,-0.9824299999999999,-1.0135,-1.0354,-1.0542,-1.0729,-1.0921,-1.1088,-1.114,-1.1185,-1.1154,-1.1004,-1.0785,-1.0409,-0.98785,-0.92304,-0.8396399999999999,-0.74046,-0.63674,-0.52472,-0.41458999999999996,-0.31309000000000003,-0.22771,-0.15872999999999998,-0.1042,-0.066851,-0.044259,-0.027518,-0.012026,-0.016019
R/Ohm,0.28139000000000003,0.17997,0.038664,-0.032239,-0.14144,-0.18679,-0.25393000000000004,-0.30838000000000004,-0.33634000000000003,-0.44208000000000003,-0.46665,-0.5129100000000001,-0.56784,-0.62441,-0.6666300000000001,-0.7115199999999999,-0.76512,-0.8207899999999999,-0.8723200000000001,-0.92012,-0.9690700000000001,-1.0331,-1.0648,-1.1173,-1.1614,-1.1917,-1.2358,-1.2812,-1.3145,-1.3614,-1.4015,-1.4406,-1.4856,-1.5324,-1.5758,-1.6125,-1.5959,-1.7014,-1.7163,-1.7394,-1.7443,-1.7313,-1.6803,-1.5754,-1.4116,-1.1916,-0.93014,-0.65933,-0.43167,-0.27044,-0.17214000000000002,-0.10372999999999999,-0.05984
R/Ohm,0.34989000000000003,0.21841999999999998,0.12067,0.014603,-0.041260000000000005,-0.14451,-0.22929000000000002,-0.26484,-0.32621999999999995,-0.38361,-0.43044,-0.47744,-0.52378,-0.5758800000000001,-0.61579,-0.65771,-0.69206,-0.73764,-0.78351,-0.8223600000000001,-0.85906,-0.9065700000000001,-0.92891,-0.97575,-0.99135,-1.0276,-1.0446,-1.0712,-1.0863,-1.1124,-1.1192,-1.13,-1.1388,-1.1336,-1.1182,-1.0981,-1.0442,-1.0068,-0.9436399999999999,-0.86355,-0.7673,-0.66632,-0.55553,-0.44213,-0.33651,-0.2472,-0.17337,-0.11314,-0.072365,-0.048132,-0.032177,-0.01278,-0.017711
R/Ohm,0.31631,0.18582,0.10321,-0.00080026,-0.077668,-0.15354,-0.21063,-0.3074,-0.31766,-0.36451999999999996,-0.41783000000000003,-0.47116,-0.52095,-0.56391,-0.61915,-0.6534399999999999,-0.6901,-0.7377600000000001,-0.77635,-0.81397,-0.85472,-0.89736,-0.9195700000000001,-0.94955,-0.9748899999999999,-1.004,-1.0284,-1.0549,-1.0811,-1.0931,-1.1076,-1.1149,-1.1146,-1.1051,-1.0913,-1.066,-1.0411,-0.97375,-0.9043100000000001,-0.8227399999999999,-0.72473,-0.62473,-0.51718,-0.40667,-0.30749,-0.22326,-0.15565,-0.10042999999999999,-0.063167,-0.040619,-0.027882,-0.01317,-0.015013999999999998
R/Ohm,0.3329,0.196,0.08892,-0.008365299999999999,-0.083718,-0.15219000000000002,-0.21846,-0.27746,-0.33015,-0.38342,-0.43188999999999994,-0.4773,-0.5232399999999999,-0.56965,-0.61605,-0.65887,-0.70376,-0.74705,-0.7896,-0.83052,-0.8697600000000001,-0.9055799999999999,-0.94094,-0.97578,-1.0065,-1.036,-1.0625,-1.0884,-1.1118,-1.1334,-1.1506,-1.1656,-1.1738,-1.1774,-1.1699,-1.1579,-1.1317,-1.0897,-1.0355,-0.96414,-0.8741,-0.77469,-0.6602100000000001,-0.53785,-0.41928999999999994,-0.31443000000000004,-0.22385,-0.15105,-0.099281,-0.065937,-0.037751,-0.022072,-0.016041
R/Ohm,0.13129000000000002,0.067486,-0.038159,-0.11455,-0.14792,-0.22869,-0.29099,-0.32043,-0.38771,-0.44367,-0.49325,-0.53971,-0.5899800000000001,-0.64447,-0.69482,-0.7467699999999999,-0.8025399999999999,-0.8565,-0.9077299999999999,-0.96524,-1.0209,-1.0791,-1.1224,-1.1765,-1.2282,-1.2686,-1.3149,-1.3537,-1.3966,-1.4481,-1.4899,-1.5458,-1.5928,-1.6487,-1.7034,-1.768,-1.8257,-1.8869,-1.9548,-2.0264,-2.0968,-2.1707,-2.2243,-2.2415,-2.1954,-2.0522,-1.7862,-1.4131,-1.0207,-0.7054199999999999,-0.456,-0.25328,-0.16705
R/Ohm,0.33316,0.20337,0.092289,-0.006358600000000001,-0.08742799999999999,-0.16291,-0.23085999999999998,-0.29291999999999996,-0.34842,-0.4064,-0.45818000000000003,-0.50877,-0.55889,-0.6089899999999999,-0.6614,-0.71215,-0.76386,-0.81577,-0.86703,-0.9181299999999999,-0.96777,-1.0153,-1.062,-1.1072,-1.1509,-1.1935,-1.236,-1.2786,-1.3189,-1.3597,-1.4014,-1.4431,-1.4861,-1.5297,-1.5721,-1.6185,-1.6586,-1.6998,-1.7412,-1.776,-1.8019,-1.8179,-1.8019,-1.7421,-1.6203,-1.4317,-1.1767,-0.8880399999999999,-0.61935,-0.39905,-0.22989,-0.13365,-0.074575
R/Ohm,0.38418,0.2487,0.13316,0.032981,-0.051725,-0.12697999999999998,-0.1933,-0.25489,-0.31166,-0.36639,-0.41668,-0.46381000000000006,-0.51055,-0.5547,-0.59973,-0.64252,-0.68571,-0.72726,-0.76674,-0.80495,-0.84106,-0.8740600000000001,-0.90714,-0.9372,-0.96378,-0.98921,-1.0111,-1.0348,-1.053,-1.0667,-1.0776,-1.0811,-1.0774,-1.0681,-1.0456,-1.0173,-0.9738899999999999,-0.9159299999999999,-0.8459899999999999,-0.76149,-0.6665300000000001,-0.57035,-0.46916,-0.37079,-0.28225,-0.20695999999999998,-0.1472,-0.098737,-0.063756,-0.04,-0.023353,-0.016834000000000002,-0.0034116
