,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
impedance,5.0805,5.1112,5.1238,5.1606,5.189,5.2492,5.2776,5.3385,5.3915,5.4456,5.5185,5.5935,5.6783,5.7559,5.8496,5.9606,6.064,6.1882,6.3078,6.4399,6.5832,6.7293,6.8933,7.0426,7.2215,7.3918,7.5706,7.7548,7.9425,8.1348,8.3375,8.5396,8.754,8.9702,9.195,9.4226,9.6419,9.8857,10.149,10.431,10.72,11.015,11.315999999999999,11.595999999999998,11.84,12.024000000000001,12.169,12.298,12.435,12.595,12.8,12.578,12.505999999999998
impedance,4.8127,4.8382,4.8682,4.9062,4.9425,4.9855,5.0347,5.0873,5.1481,5.216,5.286,5.3634,5.4441,5.5321,5.6272,5.7318,5.8405,5.9636,6.0881,6.3379,6.4804,6.6329,6.7836,6.9547,7.112,7.2822,7.4633,7.6509,7.8421,8.033,8.2321,8.4369,8.6533,8.8707,9.0957,9.3233,9.5528,9.8051,10.072000000000001,10.352,10.645,10.944,11.249,11.529000000000002,11.767000000000001,11.953,12.087,12.169,12.204,12.275,12.520999999999999,12.527000000000001,12.449000000000002
impedance,4.9292,4.9375,5.0077,5.0358,5.0453,5.106,5.1562,5.1878,5.2884,5.3087,5.4069,5.4849,5.5581,5.6472,5.7301,5.8452,5.9553,6.0693,6.1917,6.3321,6.471,6.62,6.7845,6.971,7.1287,7.2861,7.4718,7.6608,7.8628,8.0528,8.2432,8.466,8.6774,8.8913,9.1236,9.3564,9.5289,9.8378,10.131,10.445,10.777000000000001,11.142999999999999,11.536,11.939,12.335,12.693,12.960999999999999,13.138,13.253,13.398,13.702,13.802999999999999,13.55
impedance,4.3239,4.341,4.3669,4.3935,4.4238,4.4612,4.5044,4.5535,4.6052,4.6594,4.724,4.7914,4.8649,4.9441,5.0293,5.1215,5.2184,5.3249,5.4362,5.556,5.6809,5.8124,5.9486,6.0914,6.2396,6.3923,6.5496,6.7216,6.8893,7.0606,7.2362,7.4166,7.6016,7.7902,7.9821,8.1769,8.383,8.5921,8.8076,9.0282,9.2493,9.4566,9.6577,9.8387,9.9949,10.132,10.241,10.347999999999999,10.387,10.259,10.043,10.119,10.312999999999999
impedance,4.9571,4.9729,5.0111,5.0449,5.0732,5.1202,5.1948,5.2262,5.3048,5.3408,5.4101,5.4837,5.5683,5.6413,5.7436,5.8583,5.9555,6.072,6.1986,6.3295,6.4746,6.6293,6.7785,6.9368,7.1133,7.2676,7.4512,7.6274,7.8157,8.0102,8.2095,8.4087,8.6229,8.8376,9.0634,9.2933,9.5227,9.7824,10.061,10.365,10.694,11.04,11.405,11.777999999999999,12.139000000000001,12.466,12.725,12.924000000000001,13.075999999999999,13.265,13.577,13.353,13.617
impedance,5.0096,5.0288,5.061,5.0979,5.1351,5.1756,5.2257,5.2801,5.3385,5.4031,5.4696,5.5514,5.6323,5.7199,5.8148,5.9107,6.0228,6.1432,6.2702,6.403,6.5424,6.6801,6.8497,7.0218,7.1697,7.3386,7.5223,7.7042,7.893,8.0811,8.2769,8.4823,8.6964,8.9124,9.135,9.3628,9.5843,9.8331,10.1,10.380999999999998,10.683,10.998,11.32,11.630999999999998,11.93,12.185,12.377,12.487,12.619000000000002,12.757,13.107000000000001,12.917,12.793
impedance,4.455,4.4838,4.5038,4.5294,4.5638,4.5969,4.6382,4.6845,4.7377,4.793,4.8545,4.9243,4.9943,5.0724,5.1557,5.2475,5.3458,5.4498,5.5628,5.6811,5.8079,5.9411,6.0797,6.2231,6.3703,6.5236,6.6812,6.85,7.0174,7.1882,7.3653,7.5465,7.7315,7.9233,8.1144,8.3113,8.511,8.7301,8.9595,9.193,9.4294,9.6586,9.8794,10.073,10.24,10.366,10.472999999999999,10.582,10.713,10.786,10.616,10.489,10.747
impedance,4.747,4.7686,4.7911,4.8275,4.8613,4.8984,4.9442,4.9939,5.0512,5.1171,5.1827,5.2559,5.3316,5.4169,5.5092,5.612,5.7199,5.8354,5.9572,6.087,6.2252,6.3706,6.5223,6.6807,6.844,7.0126,7.187,7.3659,7.5516,7.7421,7.94,8.1421,8.352,8.5694,8.7884,9.0167,9.2675,9.5259,9.8051,10.097000000000001,10.408,10.734000000000002,11.065,11.38,11.681,11.92,12.125,12.265999999999998,12.370999999999999,12.257,11.97,12.038,12.298
impedance,4.2437,4.2593,4.2789,4.3059,4.3363,4.3735,4.4138,4.4607,4.5138,4.5683,4.6303,4.6987,4.7713,4.8494,4.9344,5.0251,5.123,5.2264,5.3372,5.4529,5.5758,5.7034,5.836,5.9765,6.1188,6.2641,6.4163,6.5725,6.7414,6.9063,7.0764,7.2504,7.4292,7.6109,7.7933,7.9753,8.1683,8.362,8.5527,8.7417,8.9207,9.0811,9.2254,9.3513,9.4651,9.5599,9.6382,9.7107,9.7638,9.6998,9.4831,9.5159,9.6282
impedance,5.039,5.061,5.085,5.1214,5.1581,5.1976,5.2464,5.2988,5.3572,5.4247,5.4952,5.5725,5.6526,5.7443,5.8397,5.944,6.0558,6.1762,6.3054,6.4427,6.5899,6.7439,6.9058,7.0743,7.2495,7.4303,7.6166,7.8074,8.0046,8.2052,8.4128,8.6301,8.8548,9.0864,9.3243,9.5703,9.8635,10.14,10.446,10.783,11.163,11.578,12.047,12.562999999999999,13.107999999999999,13.652999999999999,14.151,14.533,14.741,14.765999999999998,14.515,14.615,14.773
