File.......:  600eis 88h - SEP,16.2014

System.....:  
Potential..:  0.000V
Current....:  -3.9983uA
Temperature:  -0.8+-0.1C
Time.......:  08:19:30 - 08:21:56
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   53
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
  1       2.0000e+05       6.0422e+00        3.7334e-01        1.000           0.0
  2       1.5917e+05       6.0772e+00        2.5725e-01        1.000           1.4
  3       1.2668e+05       6.0927e+00        1.6721e-01        0.999           1.9
  4       1.0082e+05       6.1092e+00        9.4509e-02        1.000           2.3
  5       8.0237e+04       6.1372e+00        3.1925e-02        1.000           2.8
  6       6.3857e+04       6.1541e+00       -1.7912e-02        1.000           3.2
  7       5.0821e+04       6.1856e+00       -5.2328e-02        1.000           3.6
  8       4.0447e+04       6.2080e+00       -8.5938e-02        1.000           4.1
  9       3.2190e+04       6.2292e+00       -1.1483e-01        0.999           4.5
 10       2.5619e+04       6.2627e+00       -1.3173e-01        1.000           5.2
 11       2.0389e+04       6.2881e+00       -1.5676e-01        1.000           5.9
 12       1.6227e+04       6.3157e+00       -1.8051e-01        1.000           6.3
 13       1.2914e+04       6.3452e+00       -2.0438e-01        1.000           6.8
 14       1.0278e+04       6.3770e+00       -2.2779e-01        1.000           7.2
 15       8.1797e+03       6.4108e+00       -2.5294e-01        1.000           7.7
 16       6.5099e+03       6.4495e+00       -2.7640e-01        1.000           8.1
 17       5.1809e+03       6.4913e+00       -2.9979e-01        1.000           8.6
 18       4.1233e+03       6.5370e+00       -3.2327e-01        1.000           9.0
 19       3.2816e+03       6.5855e+00       -3.4764e-01        1.000           9.5
 20       2.6117e+03       6.6385e+00       -3.7063e-01        1.000           9.9
 21       2.0785e+03       6.6949e+00       -3.9274e-01        1.000          10.4
 22       1.6542e+03       6.7555e+00       -4.1496e-01        1.000          10.8
 23       1.3165e+03       6.8199e+00       -4.3620e-01        1.000          11.3
 24       1.0478e+03       6.8885e+00       -4.5613e-01        1.000          11.7
 25       8.3387e+02       6.9608e+00       -4.7688e-01        1.000          12.1
 26       6.6364e+02       7.0371e+00       -4.9377e-01        1.000          12.6
 27       5.2816e+02       7.1184e+00       -5.0741e-01        1.000          13.0
 28       4.2034e+02       7.2027e+00       -5.1860e-01        1.000          13.5
 29       3.3453e+02       7.2893e+00       -5.2384e-01        1.000          13.9
 30       2.6624e+02       7.3786e+00       -5.2362e-01        1.000          14.4
 31       2.1189e+02       7.4688e+00       -5.1486e-01        1.000          14.8
 32       1.6864e+02       7.5560e+00       -5.0221e-01        1.000          15.2
 33       1.3421e+02       7.6415e+00       -4.8240e-01        1.000          15.7
 34       1.0681e+02       7.7206e+00       -4.5649e-01        1.000          16.1
 35       8.5008e+01       7.7956e+00       -4.2452e-01        1.000          16.6
 36       6.7654e+01       7.8615e+00       -3.9225e-01        1.000          17.1
 37       5.3524e+01       7.9269e+00       -3.5609e-01        1.000          18.4
 38       4.1896e+01       7.9844e+00       -3.1395e-01        1.000          20.0
 39       3.2409e+01       8.0342e+00       -2.7276e-01        1.000          21.1
 40       2.4746e+01       8.0772e+00       -2.3159e-01        1.000          22.3
 41       1.8624e+01       8.1141e+00       -1.8970e-01        1.000          23.6
 42       1.3792e+01       8.1459e+00       -1.5677e-01        1.000          25.1
 43       1.0031e+01       8.1750e+00       -1.2328e-01        1.000          26.7
 44       7.1499e+00       8.2005e+00       -9.2650e-02        1.000          28.5
 45       4.9825e+00       8.2297e+00       -6.8031e-02        1.000          30.8
 46       3.3858e+00       8.2597e+00       -5.0667e-02        1.000          33.5
 47       2.2374e+00       8.2968e+00       -3.6911e-02        1.000          36.9
 48       1.4343e+00       8.3425e+00       -2.3952e-02        1.000          42.4
 49       8.9031e-01       8.3860e+00       -1.5131e-02        1.000          49.2
 50       5.3506e-01       8.3818e+00       -9.2897e-03        1.000          59.1
 51       3.1211e-01       8.2491e+00       -5.7804e-03        1.000          74.1
 52       1.7783e-01       8.1921e+00       -6.7105e-03        1.000          98.6
 53       1.0000e-01       8.3761e+00       -1.5234e-04        1.000         134.5

