File.......:  600eis 575h - JUL,16.2014

System.....:  
Potential..:  0.000V
Current....:  -42.952uA
Temperature:  -1.3+-0.0C
Time.......:  19:38:03 - 19:40:27
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
  1       1.0000e+05       3.7213e+00        2.1604e-01        1.000           0.0
  2       7.9606e+04       3.7309e+00        1.4476e-01        1.000           1.5
  3       6.3371e+04       3.7436e+00        8.6867e-02        1.000           1.9
  4       5.0448e+04       3.7589e+00        3.6344e-02        1.000           2.3
  5       4.0159e+04       3.7740e+00       -4.3745e-03        1.000           2.8
  6       3.1969e+04       3.7901e+00       -3.9434e-02        1.000           3.2
  7       2.5450e+04       3.8078e+00       -7.6886e-02        1.000           3.7
  8       2.0259e+04       3.8278e+00       -1.0470e-01        1.000           4.1
  9       1.6128e+04       3.8512e+00       -1.3113e-01        1.000           4.5
 10       1.2839e+04       3.8756e+00       -1.5597e-01        1.000           5.0
 11       1.0220e+04       3.9025e+00       -1.7960e-01        1.000           5.4
 12       8.1360e+03       3.9312e+00       -2.0373e-01        1.000           5.9
 13       6.4768e+03       3.9632e+00       -2.2624e-01        1.000           6.3
 14       5.1559e+03       3.9995e+00       -2.4916e-01        1.000           6.7
 15       4.1044e+03       4.0387e+00       -2.7202e-01        1.000           7.2
 16       3.2674e+03       4.0820e+00       -2.9538e-01        1.000           7.6
 17       2.6010e+03       4.1283e+00       -3.1745e-01        1.000           8.0
 18       2.0706e+03       4.1801e+00       -3.3719e-01        1.000           8.5
 19       1.6483e+03       4.2344e+00       -3.5635e-01        1.000           8.9
 20       1.3122e+03       4.2926e+00       -3.7233e-01        1.000           9.3
 21       1.0446e+03       4.3543e+00       -3.8763e-01        1.000           9.8
 22       8.3153e+02       4.4175e+00       -4.0009e-01        1.000          10.2
 23       6.6195e+02       4.4842e+00       -4.0770e-01        1.000          10.7
 24       5.2695e+02       4.5522e+00       -4.1091e-01        1.000          11.1
 25       4.1949e+02       4.6207e+00       -4.1281e-01        0.999          11.5
 26       3.3394e+02       4.6896e+00       -4.0842e-01        0.999          12.0
 27       2.6584e+02       4.7577e+00       -4.0014e-01        1.000          12.4
 28       2.1162e+02       4.8236e+00       -3.8847e-01        0.999          12.9
 29       1.6846e+02       4.8861e+00       -3.7164e-01        0.999          13.3
 30       1.3411e+02       4.9439e+00       -3.5220e-01        0.999          13.7
 31       1.0676e+02       4.9984e+00       -3.2665e-01        0.999          14.2
 32       8.4986e+01       5.0488e+00       -3.0439e-01        0.999          14.6
 33       6.7654e+01       5.0931e+00       -2.8102e-01        0.999          15.1
 34       5.3524e+01       5.1296e+00       -2.5296e-01        0.999          16.4
 35       4.1896e+01       5.1696e+00       -2.2740e-01        1.000          18.0
 36       3.2409e+01       5.2035e+00       -2.0103e-01        1.000          19.1
 37       2.4746e+01       5.2338e+00       -1.7608e-01        0.999          20.3
 38       1.8624e+01       5.2628e+00       -1.5091e-01        0.999          21.6
 39       1.3792e+01       5.2880e+00       -1.3059e-01        1.000          23.1
 40       1.0031e+01       5.3130e+00       -1.0855e-01        1.000          24.7
 41       7.1499e+00       5.3344e+00       -8.8917e-02        1.000          26.6
 42       4.9825e+00       5.3575e+00       -6.7621e-02        1.000          28.8
 43       3.3858e+00       5.3788e+00       -5.7524e-02        1.000          31.5
 44       2.2374e+00       5.4002e+00       -4.0065e-02        1.000          34.9
 45       1.4343e+00       5.4263e+00       -3.0667e-02        1.000          40.3
 46       8.9031e-01       5.4517e+00       -2.0867e-02        1.000          47.2
 47       5.3506e-01       5.4590e+00       -1.6159e-02        1.000          57.1
 48       3.1211e-01       5.3837e+00       -7.9968e-03        1.000          72.1
 49       1.7783e-01       5.3735e+00       -3.7927e-03        1.000          96.5
 50       1.0000e-01       5.4511e+00       -2.4959e-03        1.000         132.5

