File.......:  600eis 930h - FEB,01.2015

System.....:  
Potential..:  -0.001V
Current....:  -20.46uA
Temperature:  -0.7+-0.1C
Time.......:  17:39:43 - 17:42:07
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   53
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      2.0000e+05       5.2587e+00        2.8572e-01        0.999           0.0
   2      1.5917e+05       5.3145e+00        1.6235e-01        0.999           1.0
   3      1.2668e+05       5.3174e+00        5.4948e-02        0.999           1.5
   4      1.0082e+05       5.3584e+00       -4.8317e-02        1.000           1.9
   5      8.0237e+04       5.4160e+00       -1.1566e-01        1.000           2.3
   6      6.3857e+04       5.4501e+00       -2.1377e-01        0.999           2.7
   7      5.0821e+04       5.5012e+00       -2.8531e-01        1.000           3.2
   8      4.0447e+04       5.5844e+00       -3.3907e-01        1.000           3.6
   9      3.2190e+04       5.6229e+00       -4.0609e-01        0.999           4.0
  10      2.5619e+04       5.7029e+00       -4.7412e-01        1.000           4.4
  11      2.0389e+04       5.7866e+00       -5.3023e-01        0.998           4.8
  12      1.6227e+04       5.8745e+00       -5.8036e-01        0.999           5.3
  13      1.2914e+04       5.9708e+00       -6.3057e-01        1.000           5.7
  14      1.0278e+04       6.0810e+00       -6.7889e-01        1.000           6.1
  15      8.1797e+03       6.1968e+00       -7.1755e-01        0.999           6.6
  16      6.5099e+03       6.3094e+00       -7.6837e-01        1.000           7.0
  17      5.1809e+03       6.4326e+00       -7.9709e-01        1.000           7.4
  18      4.1233e+03       6.5523e+00       -8.3541e-01        1.000           7.9
  19      3.2816e+03       6.6788e+00       -8.7084e-01        1.000           8.3
  20      2.6117e+03       6.8103e+00       -9.0221e-01        1.000           8.7
  21      2.0785e+03       6.9490e+00       -9.3568e-01        1.000           9.2
  22      1.6542e+03       7.0805e+00       -9.7460e-01        0.999           9.6
  23      1.3165e+03       7.2281e+00       -1.0073e+00        1.000          10.0
  24      1.0478e+03       7.3771e+00       -1.0509e+00        1.000          10.5
  25      8.3387e+02       7.5267e+00       -1.0742e+00        1.000          10.9
  26      6.6364e+02       7.6750e+00       -1.1165e+00        1.000          11.3
  27      5.2816e+02       7.8409e+00       -1.1624e+00        0.999          11.8
  28      4.2034e+02       8.0107e+00       -1.2044e+00        0.999          12.2
  29      3.3453e+02       8.1785e+00       -1.2559e+00        0.999          12.6
  30      2.6624e+02       8.3486e+00       -1.2928e+00        0.999          13.1
  31      2.1189e+02       8.5254e+00       -1.3539e+00        0.999          13.5
  32      1.6864e+02       8.7350e+00       -1.4139e+00        0.998          13.9
  33      1.3421e+02       8.9204e+00       -1.4527e+00        0.999          14.3
  34      1.0681e+02       9.1225e+00       -1.5163e+00        0.999          14.8
  35      8.5008e+01       9.3345e+00       -1.6004e+00        0.998          15.3
  36      6.7654e+01       9.5642e+00       -1.6519e+00        0.998          15.7
  37      5.3524e+01       9.8126e+00       -1.6407e+00        0.998          17.0
  38      4.1896e+01       1.0112e+01       -1.8006e+00        0.999          18.6
  39      3.2409e+01       1.0388e+01       -1.9051e+00        0.999          19.7
  40      2.4746e+01       1.0721e+01       -1.9848e+00        1.000          20.9
  41      1.8624e+01       1.1115e+01       -2.0737e+00        0.998          22.2
  42      1.3792e+01       1.1565e+01       -2.1548e+00        0.999          23.7
  43      1.0031e+01       1.2086e+01       -2.2031e+00        0.999          25.3
  44      7.1499e+00       1.2648e+01       -2.1812e+00        0.999          27.1
  45      4.9825e+00       1.3239e+01       -2.0634e+00        0.999          29.3
  46      3.3858e+00       1.3810e+01       -1.8279e+00        0.999          32.0
  47      2.2374e+00       1.4272e+01       -1.4784e+00        0.999          35.4
  48      1.4343e+00       1.4585e+01       -1.0780e+00        0.999          40.8
  49      8.9031e-01       1.4754e+01       -7.2487e-01        0.999          47.7
  50      5.3506e-01       1.4801e+01       -4.5787e-01        0.999          57.6
  51      3.1211e-01       1.5067e+01       -2.9004e-01        0.999          72.6
  52      1.7783e-01       1.5225e+01       -1.6706e-01        1.000          97.0
  53      1.0000e-01       1.4750e+01       -9.5020e-02        1.000         132.9

