File.......:  600eis 303h - JUL,04.2014

System.....:  
Potential..:  -0.001V
Current....:  -67.328uA
Temperature:  -1.4+-0.1C
Time.......:  16:34:46 - 16:36:46
Comment....:  
              
              
              
              
              
Impedance samples

Lines:   29
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      1.0000e+05       3.6077e+00        5.0015e-01        1.000           0.0
   2      6.4710e+04       3.6291e+00        2.7361e-01        1.000           1.0
   3      4.1873e+04       3.6601e+00        1.2415e-01        0.999           1.5
   4      2.7096e+04       3.6865e+00        1.2796e-02        1.000           1.9
   5      1.7534e+04       3.7305e+00       -6.8049e-02        1.000           2.3
   6      1.1346e+04       3.7767e+00       -1.2993e-01        1.000           2.7
   7      7.3420e+03       3.8332e+00       -1.8383e-01        1.000           3.1
   8      4.7510e+03       3.9023e+00       -2.3306e-01        1.000           3.5
   9      3.0744e+03       3.9783e+00       -2.7985e-01        1.000           3.9
  10      1.9894e+03       4.0701e+00       -3.2222e-01        1.000           4.4
  11      1.2873e+03       4.1767e+00       -3.5588e-01        1.000           4.8
  12      8.3303e+02       4.2929e+00       -3.8086e-01        1.000           5.2
  13      5.3905e+02       4.4196e+00       -3.8737e-01        1.000           5.6
  14      3.4882e+02       4.5454e+00       -3.8550e-01        1.000           6.0
  15      2.2572e+02       4.6650e+00       -3.6216e-01        1.000           7.0
  16      1.4606e+02       4.7737e+00       -3.2655e-01        0.999           7.5
  17      9.4517e+01       4.8683e+00       -2.8268e-01        1.000           7.9
  18      5.9852e+01       4.9386e+00       -2.3493e-01        1.000           9.1
  19      3.7406e+01       5.0028e+00       -1.8889e-01        1.000          11.2
  20      2.3071e+01       5.0455e+00       -1.4762e-01        1.000          12.3
  21      1.4044e+01       5.0782e+00       -1.1345e-01        1.000          13.6
  22      8.4383e+00       5.1017e+00       -8.1369e-02        1.000          15.8
  23      5.0071e+00       5.1140e+00       -5.5845e-02        1.000          17.7
  24      2.9361e+00       5.1178e+00       -4.0910e-02        1.000          20.5
  25      1.7030e+00       5.1096e+00       -2.6245e-02        1.000          25.3
  26      9.7825e-01       5.0868e+00       -1.8876e-02        1.000          31.0
  27      5.5735e-01       5.0600e+00       -1.1463e-02        1.000          40.5
  28      3.1552e-01       5.0396e+00       -8.3083e-03        1.000          56.8\
