File.......:  600eis 43h - JUN,23.2014

System.....:  
Potential..:  0.000V
Current....:  7.8609uA
Temperature:  -1.1+-0.0C
Time.......:  17:11:43 - 17:12:52
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   47
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      1.0000e+05       3.1485e+00        4.2822e-01        1.000           0.0
   2      7.9606e+04       3.1540e+00        3.2242e-01        1.000           1.0
   3      6.3371e+04       3.1619e+00        2.3589e-01        1.000           1.5
   4      5.0448e+04       3.1720e+00        1.6168e-01        1.000           1.9
   5      4.0159e+04       3.1821e+00        1.0129e-01        1.000           2.3
   6      3.1969e+04       3.1938e+00        5.2039e-02        1.000           2.7
   7      2.5450e+04       3.2062e+00        2.9143e-03        1.000           3.2
   8      2.0259e+04       3.2224e+00       -3.4973e-02        1.000           3.6
   9      1.6128e+04       3.2413e+00       -6.9135e-02        1.000           4.6
  10      1.2839e+04       3.2633e+00       -1.0069e-01        1.000           5.0
  11      1.0220e+04       3.2863e+00       -1.2988e-01        1.000           5.4
  12      8.1360e+03       3.3125e+00       -1.5837e-01        1.000           5.9
  13      6.4768e+03       3.3429e+00       -1.8248e-01        1.000           6.3
  14      5.1559e+03       3.3766e+00       -2.0657e-01        1.000           6.8
  15      4.1044e+03       3.4144e+00       -2.2962e-01        1.000           7.8
  16      3.2674e+03       3.4551e+00       -2.4999e-01        1.000           8.2
  17      2.6010e+03       3.4993e+00       -2.6836e-01        1.000           8.6
  18      2.0706e+03       3.5464e+00       -2.8440e-01        1.000           9.0
  19      1.6483e+03       3.5961e+00       -2.9701e-01        1.000           9.5
  20      1.3122e+03       3.6485e+00       -3.0699e-01        1.000           9.9
  21      1.0446e+03       3.7023e+00       -3.1378e-01        1.000          10.4
  22      8.3153e+02       3.7567e+00       -3.1780e-01        1.000          10.8
  23      6.6195e+02       3.8125e+00       -3.1612e-01        1.000          11.2
  24      5.2695e+02       3.8664e+00       -3.1091e-01        1.000          11.8
  25      4.1949e+02       3.9205e+00       -3.0304e-01        1.000          12.2
  26      3.3394e+02       3.9708e+00       -2.9064e-01        1.000          12.6
  27      2.6584e+02       4.0189e+00       -2.7388e-01        1.000          13.0
  28      2.1162e+02       4.0641e+00       -2.5533e-01        1.000          13.5
  29      1.6846e+02       4.1027e+00       -2.3554e-01        1.000          13.9
  30      1.3411e+02       4.1387e+00       -2.1495e-01        1.000          14.3
  31      1.0676e+02       4.1705e+00       -1.9268e-01        1.000          14.7
  32      8.4986e+01       4.1961e+00       -1.7355e-01        1.000          15.2
  33      6.7654e+01       4.2194e+00       -1.5333e-01        1.000          15.7
  34      5.3524e+01       4.2425e+00       -1.3288e-01        1.000          16.9
  35      4.1896e+01       4.2614e+00       -1.1435e-01        0.999          18.5
  36      3.2409e+01       4.2785e+00       -9.7369e-02        0.999          19.6
  37      2.4746e+01       4.2930e+00       -8.0532e-02        1.000          20.8
  38      1.8624e+01       4.3056e+00       -6.5807e-02        0.999          22.1
  39      1.3792e+01       4.3194e+00       -5.3832e-02        1.000          23.5
  40      1.0031e+01       4.3309e+00       -4.2143e-02        1.000          25.1
  41      7.1499e+00       4.3425e+00       -3.2757e-02        1.000          27.0
  42      4.9825e+00       4.3514e+00       -2.5075e-02        1.000          29.2
  43      3.3858e+00       4.3628e+00       -2.0781e-02        1.000          31.9
  44      2.2374e+00       4.3719e+00       -1.5576e-02        1.000          35.3
  45      1.4343e+00       4.3760e+00       -1.0399e-02        0.999          40.7
  46      8.9031e-01       4.3666e+00       -7.8687e-03        1.000          47.5
  47      5.3506e-01       4.3361e+00       -5.0683e-03        0.999          57.4

