File.......:  500-eis-3%-ocv-8 - MAY,09.2015

System.....:  
Potential..:  1.042V
Current....:  -580.39uA
Temperature:  -0.9+-0.1C
Time.......:  11:43:05 - 11:46:04
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   53
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      2.0000e+05       6.2809e-01        3.8158e-01        0.999           0.0
   2      1.5917e+05       6.4223e-01        2.8218e-01        1.000           0.9
   3      1.2668e+05       6.5611e-01        2.0254e-01        0.999           1.4
   4      1.0082e+05       6.6937e-01        1.3835e-01        1.000           1.8
   5      8.0237e+04       6.8384e-01        8.7212e-02        1.000           2.2
   6      6.3857e+04       6.9789e-01        4.5504e-02        1.000           2.6
   7      5.0821e+04       7.1284e-01        1.1715e-02        1.000           3.1
   8      4.0447e+04       7.2796e-01       -1.6209e-02        1.000           3.5
   9      3.2190e+04       7.4391e-01       -3.9258e-02        1.000           3.9
  10      2.5619e+04       7.6020e-01       -5.9546e-02        1.000           4.3
  11      2.0389e+04       7.7782e-01       -7.6186e-02        1.000           4.8
  12      1.6227e+04       7.9631e-01       -9.0494e-02        1.000           5.2
  13      1.2914e+04       8.1562e-01       -1.0235e-01        1.000           5.6
  14      1.0278e+04       8.3619e-01       -1.1279e-01        1.000           6.1
  15      8.1797e+03       8.5746e-01       -1.2131e-01        1.000           6.5
  16      6.5099e+03       8.7985e-01       -1.2793e-01        1.000           6.9
  17      5.1809e+03       9.0308e-01       -1.3255e-01        1.000           7.3
  18      4.1233e+03       9.2647e-01       -1.3568e-01        1.000           7.8
  19      3.2816e+03       9.4993e-01       -1.3667e-01        1.000           8.2
  20      2.6117e+03       9.7301e-01       -1.3625e-01        0.999           8.6
  21      2.0785e+03       9.9496e-01       -1.3392e-01        1.000           9.1
  22      1.6542e+03       1.0161e+00       -1.3105e-01        0.999           9.5
  23      1.3165e+03       1.0356e+00       -1.2696e-01        0.999           9.9
  24      1.0478e+03       1.0531e+00       -1.2283e-01        0.999          10.3
  25      8.3387e+02       1.0701e+00       -1.1991e-01        0.999          10.8
  26      6.6364e+02       1.0848e+00       -1.1673e-01        0.999          11.2
  27      5.2816e+02       1.0992e+00       -1.1540e-01        0.999          11.6
  28      4.2034e+02       1.1123e+00       -1.1542e-01        1.000          12.1
  29      3.3453e+02       1.1262e+00       -1.1718e-01        0.999          12.5
  30      2.6624e+02       1.1392e+00       -1.2044e-01        0.999          12.9
  31      2.1189e+02       1.1535e+00       -1.2548e-01        0.999          13.3
  32      1.6864e+02       1.1689e+00       -1.3231e-01        0.999          13.8
  33      1.3421e+02       1.1848e+00       -1.4011e-01        0.999          14.2
  34      1.0681e+02       1.2029e+00       -1.5014e-01        0.999          14.6
  35      8.5008e+01       1.2232e+00       -1.6018e-01        0.999          15.1
  36      6.7654e+01       1.2453e+00       -1.7324e-01        0.999          15.6
  37      5.3524e+01       1.2683e+00       -1.8553e-01        0.999          16.8
  38      4.1896e+01       1.2977e+00       -2.0001e-01        0.999          18.4
  39      3.2409e+01       1.3308e+00       -2.1639e-01        0.999          19.5
  40      2.4746e+01       1.3683e+00       -2.3400e-01        0.999          20.7
  41      1.8624e+01       1.4098e+00       -2.5380e-01        0.999          22.0
  42      1.3792e+01       1.4614e+00       -2.7233e-01        0.999          23.5
  43      1.0031e+01       1.5160e+00       -2.9168e-01        0.999          25.0
  44      7.1499e+00       1.5782e+00       -3.1740e-01        0.999          26.9
  45      4.9825e+00       1.6566e+00       -3.4389e-01        0.999          29.1
  46      3.3858e+00       1.7762e+00       -3.4707e-01        0.999          31.8
  47      2.2374e+00       1.8542e+00       -3.7079e-01        0.998          35.2
  48      1.4343e+00       1.9701e+00       -4.1349e-01        0.997          40.6
  49      8.9031e-01       2.1124e+00       -4.3367e-01        0.998          47.4
  50      5.3506e-01       2.2800e+00       -4.4087e-01        0.998          57.4
  51      3.1211e-01       2.4390e+00       -3.9538e-01        0.997          72.3
  52      1.7783e-01       2.6040e+00       -3.6822e-01        0.998          96.8
  53      1.0000e-01       2.7321e+00       -2.9705e-01        0.999         167.6

