File............:  it-co-soec-4-400ma - MAY,11.2015

System..........:  
Control.........:  
Temperature.....:  -0.1+-0.3C
Time............:  MAY,11.2015
Comment.........:  19:49:47 - 21:13:56
                   
                   
                   
                   
Electr.area/sqcm:  
                    
polarization data

Lines:   505
Columns: 3

Number     Time/s     Potential/V    Current/A 
1              0.0     1.7623e+00    4.0000e-01
2             10.0     1.7502e+00    4.0000e-01
3             20.0     1.7458e+00    4.0000e-01
4             30.0     1.7472e+00    4.0000e-01
5             40.0     1.7462e+00    4.0000e-01
6             50.0     1.7465e+00    4.0000e-01
7             60.0     1.7483e+00    4.0000e-01
8             70.0     1.7432e+00    4.0000e-01
9             80.0     1.7461e+00    4.0000e-01
10            90.0     1.7280e+00    4.0000e-01
11           100.0     1.7312e+00    4.0000e-01
12           110.0     1.7203e+00    4.0000e-01
13           120.0     1.7385e+00    4.0000e-01
14           130.0     1.7353e+00    4.0000e-01
15           140.0     1.7401e+00    4.0000e-01
16           150.0     1.7402e+00    4.0000e-01
17           160.0     1.7403e+00    4.0000e-01
18           170.0     1.7418e+00    4.0000e-01
19           180.0     1.7393e+00    4.0000e-01
20           190.0     1.7373e+00    4.0000e-01
21           200.0     1.7428e+00    4.0000e-01
22           210.0     1.7420e+00    4.0000e-01
23           220.0     1.7469e+00    4.0000e-01
24           230.0     1.7469e+00    4.0000e-01
25           240.0     1.7425e+00    4.0000e-01
26           250.0     1.7428e+00    4.0000e-01
27           260.0     1.7291e+00    4.0000e-01
28           270.0     1.7269e+00    4.0000e-01
29           280.0     1.7320e+00    4.0000e-01
30           290.0     1.7251e+00    4.0000e-01
31           300.0     1.7344e+00    4.0000e-01
32           310.0     1.7295e+00    4.0000e-01
33           320.0     1.7215e+00    4.0000e-01
34           330.0     1.7285e+00    4.0000e-01
35           340.0     1.7317e+00    4.0000e-01
36           350.0     1.7303e+00    4.0000e-01
37           360.0     1.7362e+00    4.0000e-01
38           370.0     1.7381e+00    4.0000e-01
39           380.0     1.7416e+00    4.0000e-01
40           390.0     1.7405e+00    4.0000e-01
41           400.0     1.7473e+00    4.0000e-01
42           410.0     1.7470e+00    4.0000e-01
43           420.0     1.7512e+00    4.0000e-01
44           430.0     1.7490e+00    4.0000e-01
45           440.0     1.7478e+00    4.0000e-01
46           450.0     1.7452e+00    4.0000e-01
47           460.0     1.7433e+00    4.0000e-01
48           470.0     1.7506e+00    4.0000e-01
49           480.0     1.7457e+00    4.0000e-01
50           490.0     1.7440e+00    4.0000e-01
51           500.0     1.7446e+00    4.0000e-01
52           510.0     1.7423e+00    4.0000e-01
53           520.0     1.7339e+00    4.0000e-01
54           530.0     1.7427e+00    4.0000e-01
55           540.0     1.7118e+00    4.0000e-01
56           550.0     1.7221e+00    4.0000e-01
57           560.0     1.7309e+00    4.0000e-01
58           570.0     1.7363e+00    4.0000e-01
59           580.0     1.7208e+00    4.0000e-01
60           590.0     1.7170e+00    4.0000e-01
61           600.0     1.7244e+00    4.0000e-01
62           610.0     1.7318e+00    4.0000e-01
63           620.0     1.7281e+00    4.0000e-01
64           630.0     1.7362e+00    4.0000e-01
65           640.0     1.7431e+00    4.0000e-01
66           650.0     1.7409e+00    4.0000e-01
67           660.0     1.7424e+00    4.0000e-01
68           670.0     1.7407e+00    4.0000e-01
69           680.0     1.7342e+00    4.0000e-01
70           690.0     1.7333e+00    4.0000e-01
71           700.0     1.7411e+00    4.0000e-01
72           710.0     1.7345e+00    4.0000e-01
73           720.0     1.7349e+00    4.0000e-01
74           730.0     1.7371e+00    4.0000e-01
75           740.0     1.7370e+00    4.0000e-01
76           750.0     1.7399e+00    4.0000e-01
77           760.0     1.7460e+00    4.0000e-01
78           770.0     1.7192e+00    4.0000e-01
79           780.0     1.7212e+00    4.0000e-01
80           790.0     1.7362e+00    4.0000e-01
81           800.0     1.7232e+00    4.0000e-01
82           810.0     1.7280e+00    4.0000e-01
83           820.0     1.7387e+00    4.0000e-01
84           830.0     1.7369e+00    4.0000e-01
85           840.0     1.7350e+00    4.0000e-01
86           850.0     1.7385e+00    4.0000e-01
87           860.0     1.7377e+00    4.0000e-01
88           870.0     1.7394e+00    4.0000e-01
89           880.0     1.7457e+00    4.0000e-01
90           890.0     1.7488e+00    4.0000e-01
91           900.0     1.7479e+00    4.0000e-01
92           910.0     1.7481e+00    4.0000e-01
93           920.0     1.7481e+00    4.0000e-01
94           930.0     1.7463e+00    4.0000e-01
95           940.0     1.7503e+00    4.0000e-01
96           950.0     1.7486e+00    4.0000e-01
97           960.0     1.7514e+00    4.0000e-01
98           970.0     1.7467e+00    4.0000e-01
99           980.0     1.7479e+00    4.0000e-01
100          990.0     1.7457e+00    4.0000e-01
101         1000.0     1.7487e+00    4.0000e-01
102         1010.0     1.7499e+00    4.0000e-01
103         1020.0     1.7424e+00    4.0000e-01
104         1030.0     1.7456e+00    4.0000e-01
105         1040.0     1.7512e+00    4.0000e-01
106         1050.0     1.7494e+00    4.0000e-01
107         1060.0     1.7498e+00    4.0000e-01
108         1070.0     1.7503e+00    4.0000e-01
109         1080.0     1.7486e+00    4.0000e-01
110         1090.0     1.7495e+00    4.0000e-01
111         1100.0     1.7499e+00    4.0000e-01
112         1110.0     1.7501e+00    4.0000e-01
113         1120.0     1.7517e+00    4.0000e-01
114         1130.0     1.7416e+00    4.0000e-01
115         1140.0     1.7437e+00    4.0000e-01
116         1150.0     1.7439e+00    4.0000e-01
117         1160.0     1.7400e+00    4.0000e-01
118         1170.0     1.7257e+00    4.0000e-01
119         1180.0     1.7333e+00    4.0000e-01
120         1190.0     1.7370e+00    4.0000e-01
121         1200.0     1.7410e+00    4.0000e-01
122         1210.0     1.7428e+00    4.0000e-01
123         1220.0     1.7508e+00    4.0000e-01
124         1230.0     1.7501e+00    4.0000e-01
125         1240.0     1.7446e+00    4.0000e-01
126         1250.0     1.7460e+00    4.0000e-01
127         1260.0     1.7489e+00    4.0000e-01
128         1270.0     1.7460e+00    4.0000e-01
129         1280.0     1.7444e+00    4.0000e-01
130         1290.0     1.7443e+00    4.0000e-01
131         1300.0     1.7488e+00    4.0000e-01
132         1310.0     1.7468e+00    4.0000e-01
133         1320.0     1.7495e+00    4.0000e-01
134         1330.0     1.7511e+00    4.0000e-01
135         1340.0     1.7519e+00    4.0000e-01
136         1350.0     1.7517e+00    4.0000e-01
137         1360.0     1.7405e+00    4.0000e-01
138         1370.0     1.7397e+00    4.0000e-01
139         1380.0     1.7510e+00    4.0000e-01
140         1390.0     1.7532e+00    4.0000e-01
141         1400.0     1.7504e+00    4.0000e-01
142         1410.0     1.7535e+00    4.0000e-01
143         1420.0     1.7553e+00    4.0000e-01
144         1430.0     1.7541e+00    4.0000e-01
145         1440.0     1.7539e+00    4.0000e-01
146         1450.0     1.7498e+00    4.0000e-01
147         1460.0     1.7438e+00    4.0000e-01
148         1470.0     1.7477e+00    4.0000e-01
149         1480.0     1.7453e+00    4.0000e-01
150         1490.0     1.7499e+00    4.0000e-01
151         1500.0     1.7447e+00    4.0000e-01
152         1510.0     1.7418e+00    4.0000e-01
153         1520.0     1.7398e+00    4.0000e-01
154         1530.0     1.7397e+00    4.0000e-01
155         1540.0     1.7364e+00    4.0000e-01
156         1550.0     1.7232e+00    4.0000e-01
157         1560.0     1.7384e+00    4.0000e-01
158         1570.0     1.7416e+00    4.0000e-01
159         1580.0     1.7339e+00    4.0000e-01
160         1590.0     1.7397e+00    4.0000e-01
161         1600.0     1.7400e+00    4.0000e-01
162         1610.0     1.7483e+00    4.0000e-01
163         1620.0     1.7492e+00    4.0000e-01
164         1630.0     1.7477e+00    4.0000e-01
165         1640.0     1.7492e+00    4.0000e-01
166         1650.0     1.7514e+00    4.0000e-01
167         1660.0     1.7476e+00    4.0000e-01
168         1670.0     1.7483e+00    4.0000e-01
169         1680.0     1.7505e+00    4.0000e-01
170         1690.0     1.7525e+00    4.0000e-01
171         1700.0     1.7552e+00    4.0000e-01
172         1710.0     1.7512e+00    4.0000e-01
173         1720.0     1.7386e+00    4.0000e-01
174         1730.0     1.7244e+00    4.0000e-01
175         1740.0     1.7431e+00    4.0000e-01
176         1750.0     1.7454e+00    4.0000e-01
177         1760.0     1.7497e+00    4.0000e-01
178         1770.0     1.7531e+00    4.0000e-01
179         1780.0     1.7498e+00    4.0000e-01
180         1790.0     1.7540e+00    4.0000e-01
181         1800.0     1.7523e+00    4.0000e-01
182         1810.0     1.7582e+00    4.0000e-01
183         1820.0     1.7589e+00    4.0000e-01
184         1830.0     1.7550e+00    4.0000e-01
185         1840.0     1.7565e+00    4.0000e-01
186         1850.0     1.7570e+00    4.0000e-01
187         1860.0     1.7592e+00    4.0000e-01
188         1870.0     1.7566e+00    4.0000e-01
189         1880.0     1.7569e+00    4.0000e-01
190         1890.0     1.7541e+00    4.0000e-01
191         1900.0     1.7590e+00    4.0000e-01
192         1910.0     1.7548e+00    4.0000e-01
193         1920.0     1.7559e+00    4.0000e-01
194         1930.0     1.7555e+00    4.0000e-01
195         1940.0     1.7595e+00    4.0000e-01
196         1950.0     1.7477e+00    4.0000e-01
197         1960.0     1.7462e+00    4.0000e-01
198         1970.0     1.7532e+00    4.0000e-01
199         1980.0     1.7558e+00    4.0000e-01
200         1990.0     1.7520e+00    4.0000e-01
201         2000.0     1.7555e+00    4.0000e-01
202         2010.0     1.7507e+00    4.0000e-01
203         2020.0     1.7531e+00    4.0000e-01
204         2030.0     1.7533e+00    4.0000e-01
205         2040.0     1.7381e+00    4.0000e-01
206         2050.0     1.7357e+00    4.0000e-01
207         2060.0     1.7495e+00    4.0000e-01
208         2070.0     1.7535e+00    4.0000e-01
209         2080.0     1.7577e+00    4.0000e-01
210         2090.0     1.7553e+00    4.0000e-01
211         2100.0     1.7532e+00    4.0000e-01
212         2110.0     1.7454e+00    4.0000e-01
213         2120.0     1.7442e+00    4.0000e-01
214         2130.0     1.7413e+00    4.0000e-01
215         2140.0     1.7333e+00    4.0000e-01
216         2150.0     1.7450e+00    4.0000e-01
217         2160.0     1.7418e+00    4.0000e-01
