File.......:  600eis 69h - JUN,24.2014

System.....:  
Potential..:  0.000V
Current....:  -11.899uA
Temperature:  -1.1+-0.2C
Time.......:  19:07:29 - 19:08:22
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   38
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      1.0000e+05       3.4099e+00        3.0260e-01        1.000           0.0
   2      7.5437e+04       3.4171e+00        1.9648e-01        1.000           1.1
   3      5.6908e+04       3.4301e+00        1.2110e-01        1.000           2.1
   4      4.2930e+04       3.4411e+00        5.7649e-02        1.000           2.6
   5      3.2385e+04       3.4571e+00        4.9004e-03        1.000           3.1
   6      2.4431e+04       3.4742e+00       -4.4191e-02        1.000           3.6
   7      1.8430e+04       3.4955e+00       -8.3275e-02        1.000           4.6
   8      1.3903e+04       3.5212e+00       -1.1948e-01        1.000           5.0
   9      1.0488e+04       3.5511e+00       -1.5256e-01        1.000           5.5
  10      7.9119e+03       3.5859e+00       -1.8569e-01        1.000           6.0
  11      5.9686e+03       3.6263e+00       -2.1323e-01        1.000           6.4
  12      4.5025e+03       3.6726e+00       -2.4036e-01        1.000           6.9
  13      3.3966e+03       3.7237e+00       -2.6341e-01        1.000           7.3
  14      2.5623e+03       3.7793e+00       -2.8344e-01        1.000           7.8
  15      1.9329e+03       3.8391e+00       -2.9898e-01        1.000           8.2
  16      1.4582e+03       3.9009e+00       -3.0957e-01        1.000           8.6
  17      1.1000e+03       3.9664e+00       -3.1585e-01        1.000           9.1
  18      8.2981e+02       4.0309e+00       -3.1756e-01        1.000           9.5
  19      6.2599e+02       4.0964e+00       -3.1209e-01        0.999          10.0
  20      4.7223e+02       4.1586e+00       -3.0239e-01        1.000          10.4
  21      3.5624e+02       4.2190e+00       -2.8622e-01        1.000          11.0
  22      2.6874e+02       4.2729e+00       -2.6520e-01        0.999          11.4
  23      2.0273e+02       4.3208e+00       -2.4048e-01        0.999          11.9
  24      1.5293e+02       4.3679e+00       -2.1741e-01        0.999          12.3
  25      1.1537e+02       4.3976e+00       -1.9206e-01        0.999          12.8
  26      8.7031e+01       4.4256e+00       -1.6698e-01        0.999          13.3
  27      6.5649e+01       4.4491e+00       -1.4473e-01        0.999          13.8
  28      4.8890e+01       4.4587e+00       -1.2365e-01        0.999          15.1
  29      3.5902e+01       4.4699e+00       -9.9063e-02        0.999          16.8
  30      2.5963e+01       4.4769e+00       -8.0566e-02        0.999          18.0
  31      1.8462e+01       4.4828e+00       -6.4742e-02        0.999          19.4
  32      1.2888e+01       4.4845e+00       -5.1321e-02        0.999          20.9
  33      8.8167e+00       4.4844e+00       -3.8406e-02        0.999          22.7
  34      5.9005e+00       4.4802e+00       -2.9701e-02        0.999          24.9
  35      3.8562e+00       4.4755e+00       -2.1327e-02        0.999          27.7
  36      2.4573e+00       4.4700e+00       -1.6674e-02        0.999          31.2
  37      1.5252e+00       4.4664e+00       -1.1801e-02        1.000          36.9
  38      9.2196e-01       4.4750e+00       -8.1403e-03        0.999          44.5

