File.......:  600eis 774h - JUL,25.2014

System.....:  
Potential..:  -0.001V
Current....:  -57.374uA
Temperature:  -1.5+-0.1C
Time.......:  09:07:54 - 09:10:17
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance R/Ohm   impedance I/Ohm   Significance   Time/s 
   1      1.0000e+05       4.2569e+00        2.2488e-01        1.000           0.0
   2      7.9606e+04       4.2734e+00        1.4645e-01        1.000           1.1
   3      6.3371e+04       4.2897e+00        8.3180e-02        1.000           1.5
   4      5.0448e+04       4.3017e+00        2.6246e-02        1.000           1.9
   5      4.0159e+04       4.3228e+00       -2.6025e-02        1.000           2.4
   6      3.1969e+04       4.3423e+00       -6.2694e-02        1.000           2.8
   7      2.5450e+04       4.3642e+00       -1.1029e-01        1.000           3.3
   8      2.0259e+04       4.3901e+00       -1.4287e-01        1.000           3.7
   9      1.6128e+04       4.4205e+00       -1.7614e-01        1.000           4.1
  10      1.2839e+04       4.4521e+00       -2.0598e-01        1.000           4.6
  11      1.0220e+04       4.4875e+00       -2.3599e-01        1.000           5.0
  12      8.1360e+03       4.5269e+00       -2.6602e-01        1.000           5.5
  13      6.4768e+03       4.5698e+00       -2.9277e-01        1.000           5.9
  14      5.1559e+03       4.6171e+00       -3.2087e-01        1.000           6.3
  15      4.1044e+03       4.6690e+00       -3.4893e-01        1.000           6.8
  16      3.2674e+03       4.7252e+00       -3.7540e-01        1.000           7.2
  17      2.6010e+03       4.7857e+00       -4.0045e-01        1.000           7.6
  18      2.0706e+03       4.8510e+00       -4.2287e-01        0.999           8.1
  19      1.6483e+03       4.9195e+00       -4.4338e-01        1.000           8.5
  20      1.3122e+03       4.9921e+00       -4.6259e-01        1.000           9.0
  21      1.0446e+03       5.0663e+00       -4.7947e-01        1.000           9.4
  22      8.3153e+02       5.1437e+00       -4.9438e-01        1.000           9.9
  23      6.6195e+02       5.2238e+00       -5.0532e-01        0.999          10.3
  24      5.2695e+02       5.3051e+00       -5.1229e-01        0.999          10.7
  25      4.1949e+02       5.3878e+00       -5.1906e-01        0.999          11.2
  26      3.3394e+02       5.4732e+00       -5.2072e-01        0.999          11.6
  27      2.6584e+02       5.5576e+00       -5.1944e-01        0.999          12.0
  28      2.1162e+02       5.6409e+00       -5.1365e-01        0.999          12.5
  29      1.6846e+02       5.7258e+00       -5.0468e-01        0.999          12.9
  30      1.3411e+02       5.8078e+00       -4.9077e-01        0.999          13.4
  31      1.0676e+02       5.8889e+00       -4.7213e-01        0.999          13.8
  32      8.4986e+01       5.9646e+00       -4.5068e-01        0.999          14.3
  33      6.7654e+01       6.0353e+00       -4.2416e-01        0.999          14.8
  34      5.3524e+01       6.1012e+00       -3.9357e-01        0.999          16.0
  35      4.1896e+01       6.1705e+00       -3.5772e-01        0.999          17.6
  36      3.2409e+01       6.2319e+00       -3.2167e-01        0.999          18.8
  37      2.4746e+01       6.2860e+00       -2.8137e-01        0.999          20.0
  38      1.8624e+01       6.3364e+00       -2.3910e-01        0.999          21.3
  39      1.3792e+01       6.3788e+00       -2.0419e-01        0.999          22.7
  40      1.0031e+01       6.4181e+00       -1.6437e-01        0.999          24.3
  41      7.1499e+00       6.4480e+00       -1.3060e-01        0.999          26.2
  42      4.9825e+00       6.4785e+00       -1.0063e-01        1.000          28.4
  43      3.3858e+00       6.5046e+00       -7.9669e-02        0.999          31.1
  44      2.2374e+00       6.5281e+00       -5.9212e-02        1.000          34.5
  45      1.4343e+00       6.5512e+00       -4.0674e-02        0.999          39.9
  46      8.9031e-01       6.5532e+00       -2.9855e-02        1.000          46.8
  47      5.3506e-01       6.5200e+00       -2.1026e-02        1.000          56.7
  48      3.1211e-01       6.4410e+00       -9.2756e-03        1.000          71.7
  49      1.7783e-01       6.4708e+00       -9.5095e-03        0.999          96.1
  50      1.0000e-01       6.5067e+00       -4.3625e-03        1.000         132.1

